num,GL02,GL02-GL55,date,contra_acct,contra_acct_name,note,dbt_amount,dbt_tax_code,dbt_tax_rate,dbt_tax_desc,cdt_amount,cdt_tax_code,cdt_tax_rate,cdt_tax_desc,balance
,,,,売掛金,,,0,,,,0,,,,0
36,12,2,2022-07-14,三菱東京UFJ当座預金,,㈱越後屋,0,,,,0,,,資金区分,0
45,15,2,2022-07-20,諸口,,大手町機工､振込入金,0,,,,0,,,資金区分,0
60,20,2,2022-07-25,諸口,,日比谷建業㈱､振込入金,0,,,,0,,,資金区分,0
63,21,2,2022-07-25,受取手形,,日比谷建業㈱,0,,,,0,,,資金区分,0
75,25,2,2022-07-25,買掛金,,神田産業㈱､相殺,0,,,,0,,,資金区分,0
144,48,2,2022-07-29,買掛金,,東京産業㈱､相殺,0,,,,0,,,資金区分,0
258,86,2,2022-07-04,売上高,,㈲いろは機工､ﾊﾟｲﾌﾟ他納品,0,,,資金区分,0,,,,0
261,87,2,2022-07-20,売上高,,神田産業㈱､在庫機材売却,0,,,資金区分,0,,,,0
,,,2022-07,,※※月計※※,,0,,,,0,,,,
324,108,2,2022-08-25,諸口,,㈱縄文式､振込入金,0,,,,0,,,資金区分,0
,,,2022-08,,※※月計※※,,0,,,,0,,,,0
