num,GL02,GL02-GL55,date,contra_acct,contra_acct_name,note,dbt_amount,cdt_amount,balance
,,,,,100,,0,0,0
3,1,2,,2,,,0,0,0
30,10,2,,2,,,0,0,0
300,100,2,,2,,,0,0,0
303,101,2,,2,,,0,0,0
306,102,2,,2,,,0,0,0
309,103,2,,2,,,0,0,0
312,104,2,,2,,,0,0,0
315,105,2,,2,,,0,0,0
318,106,2,,2,,,0,0,0
321,107,2,,2,,,0,0,0
324,108,2,,2,,,0,0,0
327,109,2,,2,,,0,0,0
33,11,2,,2,,,0,0,0
330,110,2,,2,,,0,0,0
333,111,2,,2,,,0,0,0
336,112,2,,2,,,0,0,0
339,113,2,,2,,,0,0,0
342,114,2,,2,,,0,0,0
345,115,2,,2,,,0,0,0
348,116,2,,2,,,0,0,0
351,117,2,,2,,,0,0,0
354,118,2,,2,,,0,0,0
357,119,2,,2,,,0,0,0
36,12,2,,2,,,0,0,0
360,120,2,,2,,,0,0,0
363,121,2,,2,,,0,0,0
366,122,2,,2,,,0,0,0
369,123,2,,2,,,0,0,0
372,124,2,,2,,,0,0,0
375,125,2,,2,,,0,0,0
378,126,2,,2,,,0,0,0
381,127,2,,2,,,0,0,0
384,128,2,,2,,,0,0,0
387,129,2,,2,,,0,0,0
39,13,2,,2,,,0,0,0
390,130,2,,2,,,0,0,0
393,131,2,,2,,,0,0,0
396,132,2,,2,,,0,0,0
399,133,2,,2,,,0,0,0
402,134,2,,2,,,0,0,0
405,135,2,,2,,,0,0,0
408,136,2,,2,,,0,0,0
411,137,2,,2,,,0,0,0
414,138,2,,2,,,0,0,0
417,139,2,,2,,,0,0,0
42,14,2,,2,,,0,0,0
420,140,2,,2,,,0,0,0
423,141,2,,2,,,0,0,0
426,142,2,,2,,,0,0,0
429,143,2,,2,,,0,0,0
432,144,2,,2,,,0,0,0
435,145,2,,2,,,0,0,0
438,146,2,,2,,,0,0,0
441,147,2,,2,,,0,0,0
444,148,2,,2,,,0,0,0
447,149,2,,2,,,0,0,0
45,15,2,,2,,,0,0,0
450,150,2,,2,,,0,0,0
453,151,2,,2,,,0,0,0
456,152,2,,2,,,0,0,0
459,153,2,,2,,,0,0,0
462,154,2,,2,,,0,0,0
465,155,2,,2,,,0,0,0
468,156,2,,2,,,0,0,0
471,157,2,,2,,,0,0,0
474,158,2,,2,,,0,0,0
477,159,2,,2,,,0,0,0
48,16,2,,2,,,0,0,0
480,160,2,,2,,,0,0,0
483,161,2,,2,,,0,0,0
486,162,2,,2,,,0,0,0
489,163,2,,2,,,0,0,0
492,164,2,,2,,,0,0,0
495,165,2,,2,,,0,0,0
498,166,2,,2,,,0,0,0
501,167,2,,2,,,0,0,0
504,168,2,,2,,,0,0,0
507,169,2,,2,,,0,0,0
51,17,2,,2,,,0,0,0
510,170,2,,2,,,0,0,0
513,171,2,,2,,,0,0,0
516,172,2,,2,,,0,0,0
519,173,2,,2,,,0,0,0
522,174,2,,2,,,0,0,0
525,175,2,,2,,,0,0,0
528,176,2,,2,,,0,0,0
531,177,2,,2,,,0,0,0
534,178,2,,2,,,0,0,0
537,179,2,,2,,,0,0,0
54,18,2,,2,,,0,0,0
540,180,2,,2,,,0,0,0
543,181,2,,2,,,0,0,0
546,182,2,,2,,,0,0,0
549,183,2,,2,,,0,0,0
552,184,2,,2,,,0,0,0
555,185,2,,2,,,0,0,0
558,186,2,,2,,,0,0,0
561,187,2,,2,,,0,0,0
564,188,2,,2,,,0,0,0
567,189,2,,2,,,0,0,0
57,19,2,,2,,,0,0,0
570,190,2,,2,,,0,0,0
573,191,2,,2,,,0,0,0
576,192,2,,2,,,0,0,0
579,193,2,,2,,,0,0,0
582,194,2,,2,,,0,0,0
585,195,2,,2,,,0,0,0
588,196,2,,2,,,0,0,0
591,197,2,,2,,,0,0,0
594,198,2,,2,,,0,0,0
597,199,2,,2,,,0,0,0
6,2,2,,2,,,0,0,0
60,20,2,,2,,,0,0,0
600,200,2,,2,,,0,0,0
63,21,2,,2,,,0,0,0
66,22,2,,2,,,0,0,0
69,23,2,,2,,,0,0,0
72,24,2,,2,,,0,0,0
75,25,2,,2,,,0,0,0
78,26,2,,2,,,0,0,0
81,27,2,,2,,,0,0,0
84,28,2,,2,,,0,0,0
87,29,2,,2,,,0,0,0
9,3,2,,2,,,0,0,0
90,30,2,,2,,,0,0,0
93,31,2,,2,,,0,0,0
96,32,2,,2,,,0,0,0
99,33,2,,2,,,0,0,0
105,35,2,,2,,,0,0,0
108,36,2,,2,,,0,0,0
111,37,2,,2,,,0,0,0
114,38,2,,2,,,0,0,0
117,39,2,,2,,,0,0,0
12,4,2,,2,,,0,0,0
120,40,2,,2,,,0,0,0
123,41,2,,2,,,0,0,0
126,42,2,,2,,,0,0,0
129,43,2,,2,,,0,0,0
132,44,2,,2,,,0,0,0
135,45,2,,2,,,0,0,0
138,46,2,,2,,,0,0,0
141,47,2,,2,,,0,0,0
144,48,2,,2,,,0,0,0
147,49,2,,2,,,0,0,0
15,5,2,,2,,,0,0,0
150,50,2,,2,,,0,0,0
153,51,2,,2,,,0,0,0
156,52,2,,2,,,0,0,0
159,53,2,,2,,,0,0,0
162,54,2,,2,,,0,0,0
165,55,2,,2,,,0,0,0
168,56,2,,2,,,0,0,0
171,57,2,,2,,,0,0,0
174,58,2,,2,,,0,0,0
177,59,2,,2,,,0,0,0
18,6,2,,2,,,0,0,0
180,60,2,,2,,,0,0,0
183,61,2,,2,,,0,0,0
186,62,2,,2,,,0,0,0
189,63,2,,2,,,0,0,0
192,64,2,,2,,,0,0,0
195,65,2,,2,,,0,0,0
198,66,2,,2,,,0,0,0
201,67,2,,2,,,0,0,0
204,68,2,,2,,,0,0,0
207,69,2,,2,,,0,0,0
21,7,2,,2,,,0,0,0
210,70,2,,2,,,0,0,0
213,71,2,,2,,,0,0,0
216,72,2,,2,,,0,0,0
219,73,2,,2,,,0,0,0
222,74,2,,2,,,0,0,0
225,75,2,,2,,,0,0,0
228,76,2,,2,,,0,0,0
231,77,2,,2,,,0,0,0
234,78,2,,2,,,0,0,0
24,8,2,,2,,,0,0,0
246,82,2,,2,,,0,0,0
249,83,2,,2,,,0,0,0
258,86,2,,2,,,0,0,0
261,87,2,,2,,,0,0,0
