num,GL02,GL02-GL55,date,contra_acct,contra_acct_name,note,dbt_amount,dbt_tax_code,dbt_tax_rate,dbt_tax_desc,cdt_amount,cdt_tax_code,cdt_tax_rate,cdt_tax_desc,balance
,,,,未払金,,,0,,,,0,,,,0
9,3,2,2022-07-11,城北信当座預金,,信金ｸﾚｼﾞｯﾄ扱ETC､有料道路代,0,,,資金区分,0,,,,0
,,,2022-07,,※※月計※※,,0,,,,0,,,,
297,99,2,2022-08-10,城北信当座預金,,信金ｸﾚｼﾞｯﾄ扱ETC､有料道路代,0,,,資金区分,0,,,,0
,,,2022-08,,※※月計※※,,0,,,,0,,,,
339,113,2,2022-09-05,城北信当座預金,,鈴木一郎､退職金,0,,,資金区分,0,,,,0
342,114,2,2022-09-05,城北信当座預金,,山田花子､退職金,0,,,資金区分,0,,,,0
,,,2022-09,,※※月計※※,,0,,,,0,,,,
435,145,2,2022-10-31,現金,,北海道太郎､過年度光熱費等精算,0,,,資金区分,0,,,,0
,,,2022-10,,※※月計※※,,0,,,,0,,,,0
