num,GL02,GL02-GL55,date,contra_acct,contra_acct_name,note,dbt_amount,dbt_tax_code,dbt_tax_rate,dbt_tax_desc,cdt_amount,cdt_tax_code,cdt_tax_rate,cdt_tax_desc,balance
,,,期間合計,,,,29644,,,,2695,,,,26949
174,58,2,2022-07-04,100,現金,日本郵便､ﾊｶﾞｷ代他,1470,32,10,消費税,0,,,,7966
66,22,2,2022-07-25,110,城北信当座預金,NTTﾌｧｲﾅﾝｽ､電話料金,6496,32,10,消費税,0,,,,6496
228,76,2,2022-07-25,100,現金,日本郵便､書留郵便,1674,32,10,消費税,0,,,,9640
495,165,2,2022-07-31,999,諸口,[  7月-  7月 一括税抜],0,,,,876,31,10,消費税,28768
,,,2022-07,,※※月計※※,,9640,,,,876,,,,
285,95,2,2022-08-01,111,三菱東京UFJ当座預金,NTTﾌｧｲﾅﾝｽ､携帯電話料,4003,32,10,消費税,0,,,,13643
327,109,2,2022-08-25,110,城北信当座預金,NTTﾌｧｲﾅﾝｽ､電話料金,5896,32,10,消費税,0,,,,19539
330,110,2,2022-08-25,111,三菱東京UFJ当座預金,NTTﾌｧｲﾅﾝｽ､携帯電話料,4003,32,10,消費税,0,,,,23542
525,175,2,2022-08-31,999,諸口,[  8月-  8月 一括税抜],0,,,,1264,31,10,消費税,27504
,,,2022-08,,※※月計※※,,13902,,,,1264,,,,
360,120,2,2022-09-22,100,現金,NTTﾌｧｲﾅﾝｽ､電話料金,6102,32,10,消費税,0,,,,29644
555,185,2,2022-09-30,999,諸口,[  9月-  9月 一括税抜],0,,,,555,31,10,消費税,26949
,,,2022-09,,※※月計※※,,6102,,,,555,,,,26949
