num,GL02,GL02-GL55,date,contra_acct,contra_acct_name,note,dbt_amount,dbt_tax_code,dbt_tax_rate,dbt_tax_desc,cdt_amount,cdt_tax_code,cdt_tax_rate,cdt_tax_desc,balance
,,,期間合計,,,,7095353,,,,7257132,,,,-161779
36,12,2,2022-07-14,131,売掛金,㈱越後屋,110000,,,,0,,,,110000
39,13,2,2022-07-20,999,諸口,大手町機工､売掛回収,29810,,,,0,,,,139810
51,17,2,2022-07-25,110,城北信当座預金,銀行振替,0,,,,6600000,,,,-6460190
54,18,2,2022-07-25,999,諸口,日比谷建業㈱､売掛回収,6486393,,,,0,,,,26203
126,42,2,2022-07-29,529,修繕費,㈱大塚商会､保守料,0,,,,4840,,,,21363
,,,2022-07,,※※月計※※,,6626203,,,,6604840,,,,
285,95,2,2022-08-01,523,通信費,NTTﾌｧｲﾅﾝｽ､携帯電話料,0,,,,4003,,,,17360
318,106,2,2022-08-25,999,諸口,㈱縄文式､売掛回収,469150,,,,0,,,,486510
330,110,2,2022-08-25,523,通信費,NTTﾌｧｲﾅﾝｽ､携帯電話料,0,,,,4003,,,,482507
333,111,2,2022-08-31,529,修繕費,㈱大塚商会､保守料,0,,,,4840,,,,477667
,,,2022-08,,※※月計※※,,469150,,,,12846,,,,
366,122,2,2022-09-30,529,修繕費,㈱大塚商会､保守料,0,,,,4840,,,,472827
,,,2022-09,,※※月計※※,,0,,,,4840,,,,
399,133,2,2022-10-17,100,現金,三菱UFJ銀行､当座預金解約,0,,,,634606,,,,-161779
,,,2022-10,,※※月計※※,,0,,,,634606,,,,-161779
