num,GL02,GL02-GL55,date,contra_acct,contra_acct_name,note,dbt_amount,dbt_tax_code,dbt_tax_rate,dbt_tax_desc,cdt_amount,cdt_tax_code,cdt_tax_rate,cdt_tax_desc,balance
,,,,現金,,,0,,,,0,,,,0
3,1,2,2022-07-04,城北信当座預金,,預金引出,0,,,,0,,,,0
6,2,2,2022-07-04,修繕費,,ＡＢＣ工務店､看板取り外し処分,0,,,,0,,,,0
78,26,2,2022-07-26,預り金,,麹町税務署､源泉所得税納付,0,,,,0,,,,0
120,40,2,2022-07-25,保険料,,ＡＢＣ社会保険労働事務所､労保精算金,0,,,,0,,,,0
171,57,2,2022-07-02,接待交際費,,ライフ､中元贈答品,0,,,,0,,,,0
174,58,2,2022-07-04,通信費,,日本郵便､ﾊｶﾞｷ代他,0,,,,0,,,,0
177,59,2,2022-07-04,旅費・交通費,,実用興業､ﾀｸｼｰ代,0,,,,0,,,,0
180,60,2,2022-07-06,旅費・交通費,,日本交通､ﾀｸｼｰ代,0,,,,0,,,,0
183,61,2,2022-07-06,借入金,,総合食品ストア､北海道扱返金,0,,,,0,,,,0
186,62,2,2022-07-07,旅費・交通費,,日月東交通､ﾀｸｼｰ代,0,,,,0,,,,0
189,63,2,2022-07-07,旅費・交通費,,明治交通､ﾀｸｼｰ代,0,,,,0,,,,0
192,64,2,2022-07-08,租税公課,,千代田区役所､収入証紙,0,,,,0,,,,0
195,65,2,2022-07-09,旅費・交通費,,大和自動車､ﾀｸｼｰ代,0,,,,0,,,,0
198,66,2,2022-07-09,旅費・交通費,,実用興業､ﾀｸｼｰ代,0,,,,0,,,,0
201,67,2,2022-07-12,旅費・交通費,,実用興業､ﾀｸｼｰ代,0,,,,0,,,,0
204,68,2,2022-07-12,接待交際費,,六花亭､食品贈答品,0,,,,0,,,,0
207,69,2,2022-07-14,旅費・交通費,,東京無線､ﾀｸｼｰ代,0,,,,0,,,,0
210,70,2,2022-07-14,旅費・交通費,,日の丸交通､ﾀｸｼｰ代,0,,,,0,,,,0
213,71,2,2022-07-14,借入金,,総合食品ストア､北海道扱返金,0,,,,0,,,,0
216,72,2,2022-07-16,旅費・交通費,,東京西交通､ﾀｸｼｰ代,0,,,,0,,,,0
219,73,2,2022-07-20,借入金,,仲よし､北海道扱返金,0,,,,0,,,,0
222,74,2,2022-07-22,借入金,,総合食品ストア､北海道扱返金,0,,,,0,,,,0
225,75,2,2022-07-22,租税公課,,千代田区役所､収入証紙,0,,,,0,,,,0
228,76,2,2022-07-25,通信費,,日本郵便､書留郵便,0,,,,0,,,,0
231,77,2,2022-07-25,租税公課,,東京法務局､印紙代,0,,,,0,,,,0
234,78,2,2022-07-25,租税公課,,東京法務局､印紙代,0,,,,0,,,,0
,,,2022-07,,※※月計※※,,0,,,,0,,,,
273,91,2,2022-08-01,旅費・交通費,,実用興業､ﾀｸｼｰ代,0,,,,0,,,,0
276,92,2,2022-08-24,旅費・交通費,,実用興業､ﾀｸｼｰ代,0,,,,0,,,,0
279,93,2,2022-08-24,借入金,,北海道太郎分返金,0,,,,0,,,,0
282,94,2,2022-08-26,旅費・交通費,,帝都交通､ﾀｸｼｰ代,0,,,,0,,,,0
288,96,2,2022-08-08,預り金,,ＸＹＺ司法書士､源泉所得税納付,0,,,,0,,,,0
,,,2022-08,,※※月計※※,,0,,,,0,,,,
345,115,2,2022-09-05,預り金,,麹町税務署､源泉所得税納付,0,,,,0,,,,0
360,120,2,2022-09-22,通信費,,NTTﾌｧｲﾅﾝｽ､電話料金,0,,,,0,,,,0
363,121,2,2022-09-22,預り金,,麹町税務署､源泉所得税納付,0,,,,0,,,,0
369,123,2,2022-09-01,旅費・交通費,,8/29実用興業､ﾀｸｼｰ代,0,,,,0,,,,0
372,124,2,2022-09-09,旅費・交通費,,8/29実用興業､ﾀｸｼｰ代,0,,,,0,,,,0
375,125,2,2022-09-09,旅費・交通費,,日本交通､ﾀｸｼｰ代,0,,,,0,,,,0
378,126,2,2022-09-21,旅費・交通費,,東京興業､ﾀｸｼｰ代,0,,,,0,,,,0
,,,2022-09,,※※月計※※,,0,,,,0,,,,
381,127,2,2022-10-04,支払手数料,,城北信金､振込料,0,,,,0,,,,0
384,128,2,2022-10-19,支払手数料,,城北信金､振込料,0,,,,0,,,,0
399,133,2,2022-10-17,三菱東京UFJ当座預金,,三菱UFJ銀行､当座預金解約,0,,,,0,,,,0
402,134,2,2022-10-19,雑費,,北海道太郎､残務整理諸経費,0,,,,0,,,,0
405,135,2,2022-10-19,城北信当座預金,,現金預入,0,,,,0,,,,0
408,136,2,2022-10-19,預り金,,麹町税務署､源泉所得税納付,0,,,,0,,,,0
411,137,2,2022-10-19,諸口,,ＸＹＺ司法書士､会社清算結了登記手数料,0,,,,0,,,,0
423,141,2,2022-10-19,支払手数料,,城北信金､振込料,0,,,,0,,,,0
426,142,2,2022-10-19,預り金,,麹町税務署､源泉所得税納付,0,,,,0,,,,0
429,143,2,2022-10-27,城北信当座預金,,城北信金､当座預金解約引出,0,,,,0,,,,0
432,144,2,2022-10-31,借入金,,北海道太郎､借入金返済,0,,,,0,,,,0
435,145,2,2022-10-31,未払金,,北海道太郎､過年度光熱費等精算,0,,,,0,,,,0
600,200,2,2022-10-31,役員退職金,,北海道太郎､退職慰労金払い,0,,,,0,,,,0
,,,2022-10,,※※月計※※,,0,,,,0,,,,0
