num,GL02,GL02-GL55,date,contra_acct,contra_acct_name,note,dbt_amount,dbt_tax_code,dbt_tax_rate,dbt_tax_desc,cdt_amount,cdt_tax_code,cdt_tax_rate,cdt_tax_desc,balance
,,,,租税公課,,,0,,,,0,,,,0
90,30,2,2022-07-26,諸口,,城北信金､利子所得税,0,,,資金区分,0,,,,0
114,38,2,2022-07-28,諸口,,ＸＹＺ司法書士､解散登記分印紙代等,0,,,資金区分,0,,,,0
192,64,2,2022-07-08,現金,,千代田区役所､収入証紙,0,,,資金区分,0,,,,0
225,75,2,2022-07-22,現金,,千代田区役所､収入証紙,0,,,資金区分,0,,,,0
231,77,2,2022-07-25,現金,,東京法務局､印紙代,0,,,資金区分,0,,,,0
234,78,2,2022-07-25,現金,,東京法務局､印紙代,0,,,資金区分,0,,,,0
,,,2022-07,,※※月計※※,,0,,,,0,,,,
420,140,2,2022-10-19,諸口,,ＸＹＺ司法書士､登記法定費用,0,,,資金区分,0,,,,0
,,,2022-10,,※※月計※※,,0,,,,0,,,,0
