num,GL02,GL02-GL55,date,contra_acct,contra_acct_name,note,dbt_amount,dbt_tax_code,dbt_tax_rate,dbt_tax_desc,cdt_amount,cdt_tax_code,cdt_tax_rate,cdt_tax_desc,balance
,,,期間合計,,,,200777,,,,18252,,,,182525
6,2,2,2022-07-04,100,現金,ＡＢＣ工務店､看板取り外し処分,50000,32,10,消費税,0,,,,50000
126,42,2,2022-07-29,111,三菱東京UFJ当座預金,㈱大塚商会､保守料,4840,32,10,消費税,0,,,,54840
129,43,2,2022-07-29,110,城北信当座預金,㈲錦町ｵｰﾄ､ﾄﾗｯｸ整備代,61380,32,10,消費税,0,,,,116220
471,157,2,2022-07-31,999,諸口,[  7月-  7月 一括税抜],0,,,,10565,31,10,消費税,190212
,,,2022-07,,※※月計※※,,116220,,,,10565,,,,
333,111,2,2022-08-31,111,三菱東京UFJ当座預金,㈱大塚商会､保守料,4840,32,10,消費税,0,,,,121060
513,171,2,2022-08-31,999,諸口,[  8月-  8月 一括税抜],0,,,,440,31,10,消費税,189772
,,,2022-08,,※※月計※※,,4840,,,,440,,,,
366,122,2,2022-09-30,111,三菱東京UFJ当座預金,㈱大塚商会､保守料,4840,32,10,消費税,0,,,,125900
543,181,2,2022-09-30,999,諸口,[  9月-  9月 一括税抜],0,,,,440,31,10,消費税,189332
,,,2022-09,,※※月計※※,,4840,,,,440,,,,
387,129,2,2022-10-04,110,城北信当座預金,日本メディアシステム㈱､ＮＴＴ電話機でんえもん工事代,74877,32,10,消費税,0,,,,200777
567,189,2,2022-10-31,999,諸口,[ 10月- 10月 一括税抜],0,,,,6807,31,10,消費税,182525
,,,2022-10,,※※月計※※,,74877,,,,6807,,,,182525
