num,GL02,GL02-GL55,date,contra_acct,contra_acct_name,note,dbt_amount,dbt_tax_code,dbt_tax_rate,dbt_tax_desc,cdt_amount,cdt_tax_code,cdt_tax_rate,cdt_tax_desc,balance
,,,期間合計,,,,7154392,,,,22143,,,,7132249
264,88,2,2022-07-04,461,仕入高,東京商事㈱､いろは機工売却分,0,,,,22143,,,,7132249
69,23,2,2022-07-25,130,受取手形,神田産業㈱､日比谷建業㈱分裏書,1210000,,,,0,,,,1210000
72,24,2,2022-07-25,110,城北信当座預金,神田産業㈱,509464,,,,0,,,,1719464
75,25,2,2022-07-25,131,売掛金,神田産業㈱､相殺,1100000,,,,0,,,,2819464
123,41,2,2022-07-29,110,城北信当座預金,美土代町金商㈱,22143,,,,0,,,,2841607
132,44,2,2022-07-29,110,城北信当座預金,小川町工業,2601610,,,,0,,,,5443217
135,45,2,2022-07-29,110,城北信当座預金,㈱三崎産業,528125,,,,0,,,,5971342
138,46,2,2022-07-29,110,城北信当座預金,アラカワ㈱,26400,,,,0,,,,5997742
141,47,2,2022-07-29,110,城北信当座預金,鍛冶町製作所,28050,,,,0,,,,6025792
144,48,2,2022-07-29,131,売掛金,東京産業㈱､相殺,119521,,,,0,,,,6145313
147,49,2,2022-07-29,110,城北信当座預金,東京産業㈱,116979,,,,0,,,,6262292
150,50,2,2022-07-29,110,城北信当座預金,ニホン工業㈱,892100,,,,0,,,,7154392
,,,2022-07,,※※月計※※,,7154392,,,,22143,,,,7154392
