num,GL02,GL02-GL55,date,contra_acct,contra_acct_name,note,dbt_amount,dbt_tax_code,dbt_tax_rate,dbt_tax_desc,cdt_amount,cdt_tax_code,cdt_tax_rate,cdt_tax_desc,balance
,,,期間合計,,,,104880,,,,104880,,,,0
456,152,2,2022-07-31,999,諸口,[  7月-  7月 一括税抜],2013,31,10,消費税,0,,,,2013
462,154,2,2022-07-31,999,諸口,[  7月-  7月 一括税抜],1149,31,10,消費税,0,,,,3162
468,156,2,2022-07-31,999,諸口,[  7月-  7月 一括税抜],1300,31,10,消費税,0,,,,4462
474,158,2,2022-07-31,999,諸口,[  7月-  7月 一括税抜],10565,31,10,消費税,0,,,,15027
480,160,2,2022-07-31,999,諸口,[  7月-  7月 一括税抜],1111,31,K8.0,消費税,0,,,,16138
486,162,2,2022-07-31,999,諸口,[  7月-  7月 一括税抜],810,31,10,消費税,0,,,,16948
492,164,2,2022-07-31,999,諸口,[  7月-  7月 一括税抜],1182,31,10,消費税,0,,,,18130
498,166,2,2022-07-31,999,諸口,[  7月-  7月 一括税抜],876,31,10,消費税,0,,,,19006
504,168,2,2022-07-31,999,諸口,[  7月-  7月 一括税抜],19607,31,10,消費税,0,,,,38613
,,,2022-07,,※※月計※※,,38613,,,,0,,,,
516,172,2,2022-08-31,999,諸口,[  8月-  8月 一括税抜],440,31,10,消費税,0,,,,39053
522,174,2,2022-08-31,999,諸口,[  8月-  8月 一括税抜],245,31,10,消費税,0,,,,39298
528,176,2,2022-08-31,999,諸口,[  8月-  8月 一括税抜],1264,31,10,消費税,0,,,,40562
534,178,2,2022-08-31,999,諸口,[  8月-  8月 一括税抜],2422,31,10,消費税,0,,,,42984
540,180,2,2022-08-31,999,諸口,[  8月-  8月 一括税抜],1800,31,10,消費税,0,,,,44784
,,,2022-08,,※※月計※※,,6171,,,,0,,,,
546,182,2,2022-09-30,999,諸口,[  9月-  9月 一括税抜],440,31,10,消費税,0,,,,45224
552,184,2,2022-09-30,999,諸口,[  9月-  9月 一括税抜],327,31,10,消費税,0,,,,45551
558,186,2,2022-09-30,999,諸口,[  9月-  9月 一括税抜],555,31,10,消費税,0,,,,46106
564,188,2,2022-09-30,999,諸口,[  9月-  9月 一括税抜],24000,31,10,消費税,0,,,,70106
,,,2022-09,,※※月計※※,,25322,,,,0,,,,
570,190,2,2022-10-31,999,諸口,[ 10月- 10月 一括税抜],6807,31,10,消費税,0,,,,76913
576,192,2,2022-10-31,999,諸口,[ 10月- 10月 一括税抜],23422,31,10,消費税,0,,,,100335
582,194,2,2022-10-31,999,諸口,[ 10月- 10月 一括税抜],4545,31,10,消費税,0,,,,104880
588,196,2,2022-10-31,999,諸口,当期消費税精算処理,0,,,,104880,,,,0
,,,2022-10,,※※月計※※,,34774,,,,104880,,,,0
