num,GL02,GL02-GL55,date,contra_acct,contra_acct_name,note,dbt_amount,dbt_tax_code,dbt_tax_rate,dbt_tax_desc,cdt_amount,cdt_tax_code,cdt_tax_rate,cdt_tax_desc,balance
,,,,城北信当座預金,,,0,,,,0,,,,0
3,1,2,2022-07-04,現金,,預金引出,0,,,,0,,,,0
9,3,2,2022-07-11,未払金,,信金ｸﾚｼﾞｯﾄ扱ETC､有料道路代,0,,,,0,,,,0
12,4,2,2022-07-11,支払手数料,,城北信金､ｱﾝｻｰﾎﾝ手数料,0,,,,0,,,,0
18,6,2,2022-07-11,諸口,,大田コンサル､顧問料,0,,,,0,,,,0
27,9,2,2022-07-11,諸口,,イロハ社労士事務所､労保諸手続報酬払い,0,,,,0,,,,0
33,11,2,2022-07-12,仮払金,,ＸＹＺ司法書士､解散登記法定費用分,0,,,,0,,,,0
48,16,2,2022-07-25,地代・家賃,,"八重洲商事駐車場､13,000X税1,300､8月分",0,,,,0,,,,0
51,17,2,2022-07-25,三菱東京UFJ当座預金,,銀行振替,0,,,,0,,,,0
66,22,2,2022-07-25,通信費,,NTTﾌｧｲﾅﾝｽ､電話料金,0,,,,0,,,,0
72,24,2,2022-07-25,買掛金,,神田産業㈱,0,,,,0,,,,0
81,27,2,2022-07-26,諸口,,城北信金､定期預金解約,0,,,,0,,,,0
93,31,2,2022-07-26,諸口,,城北信金､定期預金解約,0,,,,0,,,,0
111,37,2,2022-07-28,諸口,,ＸＹＺ司法書士､解散登記分,0,,,,0,,,,0
123,41,2,2022-07-29,買掛金,,美土代町金商㈱,0,,,,0,,,,0
129,43,2,2022-07-29,修繕費,,㈲錦町ｵｰﾄ､ﾄﾗｯｸ整備代,0,,,,0,,,,0
132,44,2,2022-07-29,買掛金,,小川町工業,0,,,,0,,,,0
135,45,2,2022-07-29,買掛金,,㈱三崎産業,0,,,,0,,,,0
138,46,2,2022-07-29,買掛金,,アラカワ㈱,0,,,,0,,,,0
141,47,2,2022-07-29,買掛金,,鍛冶町製作所,0,,,,0,,,,0
147,49,2,2022-07-29,買掛金,,東京産業㈱,0,,,,0,,,,0
150,50,2,2022-07-29,買掛金,,ニホン工業㈱,0,,,,0,,,,0
153,51,2,2022-07-29,諸口,,㈲錦町ｵ-ﾄ､ﾄﾗｯｸエルフ売却,0,,,,0,,,,0
165,55,2,2022-07-29,消耗品費,,札の辻､ｶﾞｿﾘﾝ代,0,,,,0,,,,0
,,,2022-07,,※※月計※※,,0,,,,0,,,,
291,97,2,2022-08-09,支払手数料,,城北信金､残高証明書,0,,,,0,,,,0
294,98,2,2022-08-10,支払手数料,,城北信金､ｱﾝｻｰﾎﾝ手数料,0,,,,0,,,,0
297,99,2,2022-08-10,未払金,,信金ｸﾚｼﾞｯﾄ扱ETC､有料道路代,0,,,,0,,,,0
303,101,2,2022-08-10,諸口,,大田コンサル､顧問料,0,,,,0,,,,0
309,103,2,2022-08-12,出資金,,城北信金､出資金解約戻り,0,,,,0,,,,0
312,104,2,2022-08-19,未払消費税等,,麹町税務署､前期確定消費税納付,0,,,,0,,,,0
315,105,2,2022-08-19,法人税等充当金,,東京都､前期確定都民税納付,0,,,,0,,,,0
327,109,2,2022-08-25,通信費,,NTTﾌｧｲﾅﾝｽ､電話料金,0,,,,0,,,,0
336,112,2,2022-08-31,雑費,,ＰＹＫカーゴ､ﾊﾟｿｺﾝ他処分,0,,,,0,,,,0
,,,2022-08,,※※月計※※,,0,,,,0,,,,
339,113,2,2022-09-05,未払金,,鈴木一郎､退職金,0,,,,0,,,,0
342,114,2,2022-09-05,未払金,,山田花子､退職金,0,,,,0,,,,0
351,117,2,2022-09-12,諸口,,大田コンサル､顧問料･決算料,0,,,,0,,,,0
357,119,2,2022-09-15,雑収入,,麹町税務署､所得税還付金,0,,,,0,,,,0
,,,2022-09,,※※月計※※,,0,,,,0,,,,
387,129,2,2022-10-04,修繕費,,日本メディアシステム㈱､ＮＴＴ電話機でんえもん工事代,0,,,,0,,,,0
393,131,2,2022-10-12,諸口,,大田コンサル､会社清算事務分,0,,,,0,,,,0
405,135,2,2022-10-19,現金,,現金預入,0,,,,0,,,,0
429,143,2,2022-10-27,現金,,城北信金､当座預金解約引出,0,,,,0,,,,0
,,,2022-10,,※※月計※※,,0,,,,0,,,,0
