num,GL02,GL02-GL55,date,contra_acct,contra_acct_name,note,dbt_amount,dbt_tax_code,dbt_tax_rate,dbt_tax_desc,cdt_amount,cdt_tax_code,cdt_tax_rate,cdt_tax_desc,balance
,,,,諸口,,,0,,,,0,,,,0
15,5,2,2022-07-11,支払手数料,,大田コンサル､顧問料,0,,,,0,,,,0
18,6,2,2022-07-11,城北信当座預金,,大田コンサル､顧問料,0,,,,0,,,,0
21,7,2,2022-07-11,預り金,,大田コンサル､源泉所得税,0,,,,0,,,,0
24,8,2,2022-07-11,支払手数料,,イロハ社労士事務所､労働保険諸手続,0,,,,0,,,,0
27,9,2,2022-07-11,城北信当座預金,,イロハ社労士事務所､労保諸手続報酬払い,0,,,,0,,,,0
30,10,2,2022-07-11,預り金,,イロハ社労士事務所､源泉所得税,0,,,,0,,,,0
39,13,2,2022-07-20,三菱東京UFJ当座預金,,大手町機工､売掛回収,0,,,,0,,,,0
42,14,2,2022-07-20,支払手数料,,大手町機工､振込料,0,,,,0,,,,0
45,15,2,2022-07-20,売掛金,,大手町機工､振込入金,0,,,,0,,,,0
54,18,2,2022-07-25,三菱東京UFJ当座預金,,日比谷建業㈱､売掛回収,0,,,,0,,,,0
57,19,2,2022-07-25,支払手数料,,日比谷建業㈱､振込料,0,,,,0,,,,0
60,20,2,2022-07-25,売掛金,,日比谷建業㈱､振込入金,0,,,,0,,,,0
81,27,2,2022-07-26,城北信当座預金,,城北信金､定期預金解約,0,,,,0,,,,0
84,28,2,2022-07-26,城北信定期預金,,城北信金､定期預金解約,0,,,,0,,,,0
87,29,2,2022-07-26,受取利息,,城北信金､定期預金利息,0,,,,0,,,,0
90,30,2,2022-07-26,租税公課,,城北信金､利子所得税,0,,,,0,,,,0
93,31,2,2022-07-26,城北信当座預金,,城北信金､定期預金解約,0,,,,0,,,,0
96,32,2,2022-07-26,城北信定期預金,,城北信金､定期預金解約,0,,,,0,,,,0
99,33,2,2022-07-26,受取利息,,城北信金､定期預金利息,0,,,,0,,,,0
105,35,2,2022-07-28,支払手数料,,ＸＹＺ司法書士､解散登記分,0,,,,0,,,,0
108,36,2,2022-07-28,仮払金,,ＸＹＺ司法書士､解散登記分,0,,,,0,,,,0
111,37,2,2022-07-28,城北信当座預金,,ＸＹＺ司法書士､解散登記分,0,,,,0,,,,0
114,38,2,2022-07-28,租税公課,,ＸＹＺ司法書士､解散登記分印紙代等,0,,,,0,,,,0
117,39,2,2022-07-28,預り金,,ＸＹＺ司法書士､源泉所得税,0,,,,0,,,,0
153,51,2,2022-07-29,城北信当座預金,,㈲錦町ｵ-ﾄ､ﾄﾗｯｸエルフ売却,0,,,,0,,,,0
156,52,2,2022-07-29,固定資産譲渡収入,,㈲錦町ｵ-ﾄ､ﾄﾗｯｸエルフ売却収入,0,,,,0,,,,0
159,53,2,2022-07-29,支払手数料,,㈲錦町ｵ-ﾄ､ﾄﾗｯｸエルフ売却件登録閉鎖手数料,0,,,,0,,,,0
162,54,2,2022-07-29,支払手数料,,㈲錦町ｵ-ﾄ､ﾄﾗｯｸエルフ売却件登録閉鎖法定費用,0,,,,0,,,,0
,,,2022-07,,※※月計※※,,0,,,,0,,,,
300,100,2,2022-08-10,支払手数料,,大田コンサル､顧問料,0,,,,0,,,,0
303,101,2,2022-08-10,城北信当座預金,,大田コンサル､顧問料,0,,,,0,,,,0
306,102,2,2022-08-10,預り金,,大田コンサル､源泉所得税,0,,,,0,,,,0
318,106,2,2022-08-25,三菱東京UFJ当座預金,,㈱縄文式､売掛回収,0,,,,0,,,,0
321,107,2,2022-08-25,支払手数料,,㈱縄文式､振込料,0,,,,0,,,,0
324,108,2,2022-08-25,売掛金,,㈱縄文式､振込入金,0,,,,0,,,,0
,,,2022-08,,※※月計※※,,0,,,,0,,,,
348,116,2,2022-09-12,支払手数料,,大田コンサル､顧問料･決算料,0,,,,0,,,,0
