num,GL02,GL02-GL55,date,contra_acct,contra_acct_name,note,dbt_amount,dbt_tax_code,dbt_tax_rate,dbt_tax_desc,cdt_amount,cdt_tax_code,cdt_tax_rate,cdt_tax_desc,balance
,,,期間合計,,,,769158,,,,69451,,,,699707
12,4,2,2022-07-11,110,城北信当座預金,城北信金､ｱﾝｻｰﾎﾝ手数料,1100,32,10,消費税,0,,,,1100
15,5,2,2022-07-11,999,諸口,大田コンサル､顧問料,24444,32,10,消費税,0,,,,25544
24,8,2,2022-07-11,999,諸口,イロハ社労士事務所､労働保険諸手続,55000,32,10,消費税,0,,,,80544
42,14,2,2022-07-20,999,諸口,大手町機工､振込料,880,32,10,消費税,0,,,,81424
57,19,2,2022-07-25,999,諸口,日比谷建業㈱､振込料,550,32,10,消費税,0,,,,81974
105,35,2,2022-07-28,999,諸口,ＸＹＺ司法書士､解散登記分,64700,32,10,消費税,0,,,,146674
159,53,2,2022-07-29,999,諸口,㈲錦町ｵ-ﾄ､ﾄﾗｯｸエルフ売却件登録閉鎖手数料,69000,32,10,消費税,0,,,,215674
162,54,2,2022-07-29,999,諸口,㈲錦町ｵ-ﾄ､ﾄﾗｯｸエルフ売却件登録閉鎖法定費用,5200,30,,消費税,0,,,,220874
501,167,2,2022-07-31,999,諸口,[  7月-  7月 一括税抜],0,,,,19607,31,10,消費税,749551
,,,2022-07,,※※月計※※,,220874,,,,19607,,,,
291,97,2,2022-08-09,110,城北信当座預金,城北信金､残高証明書,440,32,10,消費税,0,,,,221314
294,98,2,2022-08-10,110,城北信当座預金,城北信金､ｱﾝｻｰﾎﾝ手数料,1100,32,10,消費税,0,,,,222414
300,100,2,2022-08-10,999,諸口,大田コンサル､顧問料,24444,32,10,消費税,0,,,,246858
321,107,2,2022-08-25,999,諸口,㈱縄文式､振込料,660,32,10,消費税,0,,,,247518
531,177,2,2022-08-31,999,諸口,[  8月-  8月 一括税抜],0,,,,2422,31,10,消費税,747129
,,,2022-08,,※※月計※※,,26644,,,,2422,,,,
348,116,2,2022-09-12,999,諸口,大田コンサル､顧問料･決算料,264000,32,10,消費税,0,,,,511518
561,187,2,2022-09-30,999,諸口,[  9月-  9月 一括税抜],0,,,,24000,31,10,消費税,723129
,,,2022-09,,※※月計※※,,264000,,,,24000,,,,
381,127,2,2022-10-04,100,現金,城北信金､振込料,880,32,10,消費税,0,,,,512398
390,130,2,2022-10-12,999,諸口,大田コンサル､会社清算事務分,198000,32,10,消費税,0,,,,711278
384,128,2,2022-10-19,100,現金,城北信金､振込料,880,32,10,消費税,0,,,,513278
414,138,2,2022-10-19,999,諸口,ＸＹＺ司法書士､会社清算結了登記手数料,57000,32,10,消費税,0,,,,768278
423,141,2,2022-10-19,100,現金,城北信金､振込料,880,32,10,消費税,0,,,,769158
573,191,2,2022-10-31,999,諸口,[ 10月- 10月 一括税抜],0,,,,23422,31,10,消費税,699707
,,,2022-10,,※※月計※※,,257640,,,,23422,,,,699707
