num,GL02,GL02-GL55,date,contra_acct,contra_acct_name,note,dbt_amount,dbt_tax_code,dbt_tax_rate,dbt_tax_desc,cdt_amount,cdt_tax_code,cdt_tax_rate,cdt_tax_desc,balance
,,,期間合計,,,,19300,,,,1754,,,,17546
177,59,2,2022-07-04,100,現金,実用興業､ﾀｸｼｰ代,1220,32,10,消費税,0,,,,1220
180,60,2,2022-07-06,100,現金,日本交通､ﾀｸｼｰ代,980,32,10,消費税,0,,,,2200
186,62,2,2022-07-07,100,現金,日月東交通､ﾀｸｼｰ代,2900,32,10,消費税,0,,,,5100
189,63,2,2022-07-07,100,現金,明治交通､ﾀｸｼｰ代,1140,32,10,消費税,0,,,,6240
195,65,2,2022-07-09,100,現金,大和自動車､ﾀｸｼｰ代,900,32,10,消費税,0,,,,7140
198,66,2,2022-07-09,100,現金,実用興業､ﾀｸｼｰ代,900,32,10,消費税,0,,,,8040
201,67,2,2022-07-12,100,現金,実用興業､ﾀｸｼｰ代,900,32,10,消費税,0,,,,8940
207,69,2,2022-07-14,100,現金,東京無線､ﾀｸｼｰ代,1220,32,10,消費税,0,,,,10160
210,70,2,2022-07-14,100,現金,日の丸交通､ﾀｸｼｰ代,1940,32,10,消費税,0,,,,12100
216,72,2,2022-07-16,100,現金,東京西交通､ﾀｸｼｰ代,900,32,10,消費税,0,,,,13000
489,163,2,2022-07-31,999,諸口,[  7月-  7月 一括税抜],0,,,,1182,31,10,消費税,18118
,,,2022-07,,※※月計※※,,13000,,,,1182,,,,
273,91,2,2022-08-01,100,現金,実用興業､ﾀｸｼｰ代,820,32,10,消費税,0,,,,13820
276,92,2,2022-08-24,100,現金,実用興業､ﾀｸｼｰ代,900,32,10,消費税,0,,,,14720
282,94,2,2022-08-26,100,現金,帝都交通､ﾀｸｼｰ代,980,32,10,消費税,0,,,,15700
519,173,2,2022-08-31,999,諸口,[  8月-  8月 一括税抜],0,,,,245,31,10,消費税,17873
,,,2022-08,,※※月計※※,,2700,,,,245,,,,
369,123,2,2022-09-01,100,現金,8/29実用興業､ﾀｸｼｰ代,900,32,10,消費税,0,,,,16600
372,124,2,2022-09-09,100,現金,8/29実用興業､ﾀｸｼｰ代,900,32,10,消費税,0,,,,17500
375,125,2,2022-09-09,100,現金,日本交通､ﾀｸｼｰ代,900,32,10,消費税,0,,,,18400
378,126,2,2022-09-21,100,現金,東京興業､ﾀｸｼｰ代,900,32,10,消費税,0,,,,19300
549,183,2,2022-09-30,999,諸口,[  9月-  9月 一括税抜],0,,,,327,31,10,消費税,17546
,,,2022-09,,※※月計※※,,3600,,,,327,,,,17546
