num,GL02,GL02-GL55,date,contra_acct,contra_acct_name,note,dbt_amount,dbt_tax_code,dbt_tax_rate,dbt_tax_desc,cdt_amount,cdt_tax_code,cdt_tax_rate,cdt_tax_desc,balance
,,,,買掛金,,,0,,,,0,,,,0
69,23,2,2022-07-25,受取手形,,神田産業㈱､日比谷建業㈱分裏書,0,,,資金区分,0,,,,0
72,24,2,2022-07-25,城北信当座預金,,神田産業㈱,0,,,資金区分,0,,,,0
75,25,2,2022-07-25,売掛金,,神田産業㈱､相殺,0,,,資金区分,0,,,,0
123,41,2,2022-07-29,城北信当座預金,,美土代町金商㈱,0,,,資金区分,0,,,,0
132,44,2,2022-07-29,城北信当座預金,,小川町工業,0,,,資金区分,0,,,,0
135,45,2,2022-07-29,城北信当座預金,,㈱三崎産業,0,,,資金区分,0,,,,0
138,46,2,2022-07-29,城北信当座預金,,アラカワ㈱,0,,,資金区分,0,,,,0
141,47,2,2022-07-29,城北信当座預金,,鍛冶町製作所,0,,,資金区分,0,,,,0
144,48,2,2022-07-29,売掛金,,東京産業㈱､相殺,0,,,資金区分,0,,,,0
147,49,2,2022-07-29,城北信当座預金,,東京産業㈱,0,,,資金区分,0,,,,0
150,50,2,2022-07-29,城北信当座預金,,ニホン工業㈱,0,,,資金区分,0,,,,0
264,88,2,2022-07-04,仕入高,,東京商事㈱､いろは機工売却分,0,,,,0,,,資金区分,0
,,,2022-07,,※※月計※※,,0,,,,0,,,,0
