num,GL02,GL02-GL55,date,contra_acct,contra_acct_name,note,dbt_amount,dbt_tax_code,dbt_tax_rate,dbt_tax_desc,cdt_amount,cdt_tax_code,cdt_tax_rate,cdt_tax_desc,balance
,,,,旅費・交通費,,,0,,,,0,,,,0
177,59,2,2022-07-04,現金,,実用興業､ﾀｸｼｰ代,0,10,消費税,資金区分,0,,,,0
180,60,2,2022-07-06,現金,,日本交通､ﾀｸｼｰ代,0,10,消費税,資金区分,0,,,,0
186,62,2,2022-07-07,現金,,日月東交通､ﾀｸｼｰ代,0,10,消費税,資金区分,0,,,,0
189,63,2,2022-07-07,現金,,明治交通､ﾀｸｼｰ代,0,10,消費税,資金区分,0,,,,0
195,65,2,2022-07-09,現金,,大和自動車､ﾀｸｼｰ代,0,10,消費税,資金区分,0,,,,0
198,66,2,2022-07-09,現金,,実用興業､ﾀｸｼｰ代,0,10,消費税,資金区分,0,,,,0
201,67,2,2022-07-12,現金,,実用興業､ﾀｸｼｰ代,0,10,消費税,資金区分,0,,,,0
207,69,2,2022-07-14,現金,,東京無線､ﾀｸｼｰ代,0,10,消費税,資金区分,0,,,,0
210,70,2,2022-07-14,現金,,日の丸交通､ﾀｸｼｰ代,0,10,消費税,資金区分,0,,,,0
216,72,2,2022-07-16,現金,,東京西交通､ﾀｸｼｰ代,0,10,消費税,資金区分,0,,,,0
,,,2022-07,,※※月計※※,,0,,,,0,,,,
273,91,2,2022-08-01,現金,,実用興業､ﾀｸｼｰ代,0,10,消費税,資金区分,0,,,,0
276,92,2,2022-08-24,現金,,実用興業､ﾀｸｼｰ代,0,10,消費税,資金区分,0,,,,0
282,94,2,2022-08-26,現金,,帝都交通､ﾀｸｼｰ代,0,10,消費税,資金区分,0,,,,0
,,,2022-08,,※※月計※※,,0,,,,0,,,,
369,123,2,2022-09-01,現金,,8/29実用興業､ﾀｸｼｰ代,0,10,消費税,資金区分,0,,,,0
372,124,2,2022-09-09,現金,,8/29実用興業､ﾀｸｼｰ代,0,10,消費税,資金区分,0,,,,0
375,125,2,2022-09-09,現金,,日本交通､ﾀｸｼｰ代,0,10,消費税,資金区分,0,,,,0
378,126,2,2022-09-21,現金,,東京興業､ﾀｸｼｰ代,0,10,消費税,資金区分,0,,,,0
,,,2022-09,,※※月計※※,,0,,,,0,,,,
489,163,2,2022-07-31,諸口,,[  7月-  7月 一括税抜],0,,,,0,10,消費税,資金区分,0
,,,2022-07,,※※月計※※,,0,,,,0,,,,
519,173,2,2022-08-31,諸口,,[  8月-  8月 一括税抜],0,,,,0,10,消費税,資金区分,0
,,,2022-08,,※※月計※※,,0,,,,0,,,,
549,183,2,2022-09-30,諸口,,[  9月-  9月 一括税抜],0,,,,0,10,消費税,資金区分,0
,,,2022-09,,※※月計※※,,0,,,,0,,,,0
