num,GL02,GL02-GL55,date,contra_acct,contra_acct_name,note,dbt_amount,cdt_amount,balance
,,,,732,広告宣伝費,,2074965,0,2074965
462,0001-20090415-4-73-1-607,0,2009-04-15,322,未払金,広告費,30000,0,30000
519,0001-20090420-101-109-1-679,0,2009-04-20,322,未払金,広告料,50000,0,80000
642,0001-20090420-6-95-1-651,0,2009-04-20,111,現金,広告料,4762,0,84762
1496,0001-20090430-40-191-1-843,0,2009-04-30,322,未払金,広告掲載,47620,0,132382
1509,0001-20090430-5-189-1-839,0,2009-04-30,131,普通預金,広告費,50000,0,182382
,,,2009-04,,※※月計※※,,182382,0,
1969,0001-20090515-61-316-1-1093,0,2009-05-15,322,未払金,広告費,30000,0,212382
2047,0001-20090519-6-337-1-1135,0,2009-05-19,111,現金,広告料,41143,0,253525
2051,0001-20090520-101-349-1-1159,0,2009-05-20,322,未払金,広告料,50000,0,303525
3077,0001-20090531-40-438-1-1337,0,2009-05-31,322,未払金,広告掲載,47620,0,351145
,,,2009-05,,※※月計※※,,168763,0,
3571,0001-20090617-4-566-1-1593,0,2009-06-17,322,未払金,広告費,30000,0,381145
3595,0001-20090620-101-590-1-1641,0,2009-06-20,322,未払金,広告料,50000,0,431145
3700,0001-20090620-6-574-1-1609,0,2009-06-20,111,現金,広告料,4762,0,435907
4539,0001-20090630-40-664-1-1789,0,2009-06-30,322,未払金,広告掲載,47620,0,483527
,,,2009-06,,※※月計※※,,132382,0,
5146,0001-20090717-4-796-1-2053,0,2009-07-17,322,未払金,広告費,30000,0,513527
5186,0001-20090720-101-817-1-2095,0,2009-07-20,322,未払金,広告料,50000,0,563527
5294,0001-20090720-6-806-1-2073,0,2009-07-20,111,現金,広告料,4762,0,568289
6160,0001-20090731-40-904-1-2269,0,2009-07-31,322,未払金,広告掲載,47620,0,615909
,,,2009-07,,※※月計※※,,132382,0,
6556,0001-20090815-4-1009-1-2479,0,2009-08-15,322,未払金,広告費,30000,0,645909
6692,0001-20090820-101-1048-1-2557,0,2009-08-20,322,未払金,広告料,50000,0,695909
6864,0001-20090821-5-1060-1-2581,0,2009-08-21,131,普通預金,広告費,50000,0,745909
6870,0001-20090821-6-1061-1-2583,0,2009-08-21,111,現金,広告料,4762,0,750671
7619,0001-20090831-40-1133-1-2727,0,2009-08-31,322,未払金,広告掲載,47620,0,798291
,,,2009-08,,※※月計※※,,182382,0,
8134,0001-20090917-4-1260-1-2981,0,2009-09-17,322,未払金,広告費,30000,0,828291
8168,0001-20090920-101-1278-1-3017,0,2009-09-20,322,未払金,広告料,50000,0,878291
8262,0001-20090920-6-1268-1-2997,0,2009-09-20,111,現金,広告料,4762,0,883053
9046,0001-20090930-40-1357-1-3175,0,2009-09-30,322,未払金,広告掲載,47620,0,930673
9056,0001-20090930-5-1354-1-3169,0,2009-09-30,131,普通預金,広告費,50000,0,980673
,,,2009-09,,※※月計※※,,182382,0,
9510,0001-20091015-4-1476-1-3413,0,2009-10-15,322,未払金,広告費,30000,0,1010673
9645,0001-20091020-101-1509-1-3479,0,2009-10-20,322,未払金,広告料,50000,0,1060673
9773,0001-20091021-5-1517-1-3495,0,2009-10-21,131,普通預金,広告費,50000,0,1110673
9787,0001-20091021-6-1518-1-3497,0,2009-10-21,111,現金,広告料,4762,0,1115435
10558,0001-20091031-40-1592-1-3645,0,2009-10-31,322,未払金,広告掲載,47620,0,1163055
,,,2009-10,,※※月計※※,,182382,0,
