num,GL02,GL02-GL55,date,contra_account,contra_account_name,note,debit_amount,credit_amount,balance
,,,,724,福利厚生費,,5052425,0,5052425
53,0001-20090405-139-12-1-485,0,2009-04-05,322,未払金,制服代,52981,0,52981
81,0001-20090405-76-10-1-481,0,2009-04-05,322,未払金,制服代,53334,0,106315
466,0001-20090415-79-74-1-609,0,2009-04-15,111,現金,景品代,43312,0,149627
740,0001-20090422-3-130-1-721,0,2009-04-22,322,未払金,宿泊代,28489,0,178116
744,0001-20090422-38-131-1-723,0,2009-04-22,322,未払金,宿泊費,45871,0,223987
820,0001-20090425-121-159-1-779,0,2009-04-25,111,現金,お茶代,9524,0,233511
1074,0001-20090427-39-184-1-829,0,2009-04-27,111,現金,会費,8572,0,242083
1108,0001-20090430-100-205-1-871,0,2009-04-30,111,現金,会費,5715,0,247798
1556,0001-20090430-81-200-1-861,0,2009-04-30,322,未払金,お茶代,20000,0,267798
,,,2009-04,,※※月計※※,,267798,0,
1578,0001-20090501-148-247-1-955,0,2009-05-01,322,未払金,制服代,50953,0,318751
1593,0001-20090502-149-250-1-961,0,2009-05-02,322,未払金,制服代,66977,0,385728
1605,0001-20090505-139-258-1-977,0,2009-05-05,322,未払金,制服代,52981,0,438709
1977,0001-20090515-79-318-1-1097,0,2009-05-15,111,現金,景品代,43312,0,482021
2244,0001-20090522-38-371-1-1203,0,2009-05-22,322,未払金,宿泊費,50477,0,532498
2270,0001-20090523-121-384-1-1229,0,2009-05-23,111,現金,お茶代,11429,0,543927
2360,0001-20090525-3-390-1-1241,0,2009-05-25,322,未払金,宿泊代,36191,0,580118
2567,0001-20090527-39-416-1-1293,0,2009-05-27,111,現金,会費,12381,0,592499
2638,0001-20090530-100-431-1-1323,0,2009-05-30,111,現金,会費,13334,0,605833
3124,0001-20090531-81-448-1-1357,0,2009-05-31,322,未払金,お茶代,25048,0,630881
,,,2009-05,,※※月計※※,,363083,0,
3378,0001-20090610-76-525-1-1511,0,2009-06-10,322,未払金,社員夜食代,11905,0,642786
3680,0001-20090620-3-573-1-1607,0,2009-06-20,322,未払金,宿泊代,29724,0,672510
3719,0001-20090620-66-580-1-1621,0,2009-06-20,322,未払金,お茶代,10000,0,682510
3741,0001-20090620-80-585-1-1631,0,2009-06-20,322,未払金,会費支払い,397500,0,1080010
3840,0001-20090623-38-619-1-1699,0,2009-06-23,322,未払金,宿泊費,45871,0,1125881
3867,0001-20090624-81-624-1-1709,0,2009-06-24,322,未払金,お茶代,17143,0,1143024
3902,0001-20090625-121-637-1-1735,0,2009-06-25,111,現金,お茶代,10953,0,1153977
4122,0001-20090627-39-654-1-1769,0,2009-06-27,111,現金,会費,8572,0,1162549
4166,0001-20090630-100-678-1-1817,0,2009-06-30,111,現金,会費,5715,0,1168264
,,,2009-06,,※※月計※※,,537383,0,
4697,0001-20090701-79-713-1-1887,0,2009-07-01,111,現金,景品代,33407,0,1201671
4854,0001-20090708-76-741-1-1943,0,2009-07-08,322,未払金,景品代,58143,0,1259814
5154,0001-20090718-139-801-1-2063,0,2009-07-18,322,未払金,社員夜食代,42877,0,1302691
5336,0001-20090721-63-834-1-2129,0,2009-07-21,322,未払金,お茶代,10524,0,1313215
5437,0001-20090724-38-848-1-2157,0,2009-07-24,322,未払金,宿泊費,45871,0,1359086
5519,0001-20090725-3-853-1-2167,0,2009-07-25,322,未払金,宿泊代,28583,0,1387669
5711,0001-20090727-39-882-1-2225,0,2009-07-27,111,現金,会費,8572,0,1396241
5725,0001-20090728-121-889-1-2239,0,2009-07-28,111,現金,お茶代,10000,0,1406241
5751,0001-20090728-81-887-1-2235,0,2009-07-28,322,未払金,お茶代,20953,0,1427194
5771,0001-20090730-100-900-1-2261,0,2009-07-30,111,現金,会費,5715,0,1432909
,,,2009-07,,※※月計※※,,264645,0,
6241,0001-20090803-139-952-1-2365,0,2009-08-03,322,未払金,社員夜食代,24191,0,1457100
6374,0001-20090809-76-975-1-2411,0,2009-08-09,322,未払金,社員夜食代,33762,0,1490862
6462,0001-20090810-79-983-1-2427,0,2009-08-10,111,現金,景品代,28453,0,1519315
6820,0001-20090820-80-1043-1-2547,0,2009-08-20,322,未払金,会費支払い,397500,0,1916815
6857,0001-20090821-38-1063-1-2587,0,2009-08-21,322,未払金,宿泊費,45871,0,1962686
6935,0001-20090824-62-1081-1-2623,0,2009-08-24,322,未払金,お茶代,13810,0,1976496
7201,0001-20090827-39-1110-1-2681,0,2009-08-27,111,現金,会費,8572,0,1985068
7229,0001-20090828-3-1114-1-2689,0,2009-08-28,322,未払金,宿泊代,29696,0,2014764
7254,0001-20090830-100-1127-1-2715,0,2009-08-30,111,現金,会費,5715,0,2020479
7263,0001-20090830-121-1129-1-2719,0,2009-08-30,111,現金,お茶代,11429,0,2031908
7308,0001-20090830-81-1124-1-2709,0,2009-08-30,322,未払金,お茶代,18858,0,2050766
,,,2009-08,,※※月計※※,,617857,0,
7718,0001-20090902-76-1179-1-2819,0,2009-09-02,322,未払金,制服代,53334,0,2104100
8154,0001-20090918-79-1265-1-2991,0,2009-09-18,111,現金,景品代,37976,0,2142076
8358,0001-20090922-38-1298-1-3057,0,2009-09-22,322,未払金,宿泊費,45871,0,2187947
8362,0001-20090922-61-1299-1-3059,0,2009-09-22,322,未払金,お茶代,10381,0,2198328
8394,0001-20090923-3-1307-1-3075,0,2009-09-23,322,未払金,宿泊代,27478,0,2225806
8461,0001-20090925-121-1327-1-3115,0,2009-09-25,111,現金,お茶代,9048,0,2234854
8668,0001-20090927-39-1340-1-3141,0,2009-09-27,111,現金,会費,8572,0,2243426
8722,0001-20090929-81-1348-1-3157,0,2009-09-29,322,未払金,お茶代,18000,0,2261426
8734,0001-20090930-100-1370-1-3201,0,2009-09-30,111,現金,会費,5715,0,2267141
,,,2009-09,,※※月計※※,,216375,0,
9217,0001-20091005-76-1420-1-3301,0,2009-10-05,322,未払金,制服代,53334,0,2320475
9482,0001-20091013-79-1472-1-3405,0,2009-10-13,111,現金,景品代,46420,0,2366895
9679,0001-20091020-139-1515-1-3491,0,2009-10-20,322,未払金,社員夜食代,21434,0,2388329
9717,0001-20091020-80-1504-1-3469,0,2009-10-20,322,未払金,会費支払い,397500,0,2785829
9791,0001-20091021-62-1523-1-3507,0,2009-10-21,322,未払金,お茶代,9715,0,2795544
9852,0001-20091022-3-1530-1-3521,0,2009-10-22,322,未払金,宿泊代,28477,0,2824021
9891,0001-20091024-121-1546-1-3553,0,2009-10-24,111,現金,お茶代,6667,0,2830688
10107,0001-20091026-38-1563-1-3587,0,2009-10-26,322,未払金,宿泊費,40610,0,2871298
10136,0001-20091027-39-1571-1-3603,0,2009-10-27,111,現金,会費,8572,0,2879870
10184,0001-20091030-100-1587-1-3635,0,2009-10-30,111,現金,会費,5715,0,2885585
10601,0001-20091031-81-1601-1-3663,0,2009-10-31,322,未払金,お茶代,19524,0,2905109
,,,2009-10,,※※月計※※,,637968,0,
10679,0001-20091105-79-1648-1-3757,0,2009-11-05,111,現金,景品代,28449,0,2933558
10748,0001-20091109-139-1668-1-3797,0,2009-11-09,322,未払金,社員夜食代,29572,0,2963130
10991,0001-20091115-76-1708-1-3877,0,2009-11-15,322,未払金,社員夜食代,33607,0,2996737
11312,0001-20091122-62-1763-1-3987,0,2009-11-22,322,未払金,お茶代,10524,0,3007261
11344,0001-20091123-3-1771-1-4003,0,2009-11-23,322,未払金,宿泊代,29544,0,3036805
11576,0001-20091126-121-1800-1-4061,0,2009-11-26,111,現金,お茶代,8096,0,3044901
11622,0001-20091127-39-1804-1-4069,0,2009-11-27,111,現金,会費,8572,0,3053473
11650,0001-20091128-38-1811-1-4083,0,2009-11-28,322,未払金,宿泊費,45871,0,3099344
11699,0001-20091129-81-1816-1-4093,0,2009-11-29,322,未払金,お茶代,18667,0,3118011
11707,0001-20091130-100-1837-1-4135,0,2009-11-30,111,現金,会費,5715,0,3123726
,,,2009-11,,※※月計※※,,218617,0,
12262,0001-20091208-76-1898-1-4257,0,2009-12-08,322,未払金,社員夜食代,72192,0,3195918
12765,0001-20091220-80-1977-1-4415,0,2009-12-20,322,未払金,会費支払い,397500,0,3593418
12813,0001-20091221-3-1994-1-4449,0,2009-12-21,322,未払金,宿泊代,28691,0,3622109
12925,0001-20091223-64-2020-1-4501,0,2009-12-23,322,未払金,お茶代,17810,0,3639919
12947,0001-20091224-38-2023-1-4507,0,2009-12-24,322,未払金,宿泊費,56166,0,3696085
12998,0001-20091225-121-2041-1-4543,0,2009-12-25,111,現金,お茶代,17191,0,3713276
13002,0001-20091225-139-2042-1-4545,0,2009-12-25,322,未払金,社員夜食代,64805,0,3778081
13024,0001-20091225-79-2032-1-4525,0,2009-12-25,111,現金,景品代,72365,0,3850446
13225,0001-20091226-39-2045-1-4551,0,2009-12-26,111,現金,会費,8572,0,3859018
13244,0001-20091226-81-2048-1-4557,0,2009-12-26,322,未払金,お茶代,25277,0,3884295
13350,0001-20091230-100-2072-1-4605,0,2009-12-30,111,現金,会費,5715,0,3890010
,,,2009-12,,※※月計※※,,766284,0,
13850,0001-20100108-79-2136-1-4733,0,2010-01-08,111,現金,景品代,37684,0,3927694
14026,0001-20100111-76-2165-1-4791,0,2010-01-11,322,未払金,社員食事代,27534,0,3955228
14369,0001-20100120-63-2217-1-4895,0,2010-01-20,322,未払金,お茶代,9620,0,3964848
14469,0001-20100122-3-2246-1-4953,0,2010-01-22,322,未払金,宿泊代,24239,0,3989087
14753,0001-20100127-121-2285-1-5031,0,2010-01-27,111,現金,お茶代,10572,0,3999659
14770,0001-20100127-38-2283-1-5027,0,2010-01-27,322,未払金,宿泊費,45871,0,4045530
14774,0001-20100127-39-2284-1-5029,0,2010-01-27,111,現金,会費,8572,0,4054102
