num,GL02,GL02-GL55,date,contra_account,contra_account_name,note,debit_amount,credit_amount,balance
,,,,183,短期貸付金,,600000,680000,-80000
1476,0001-20090430-308-243-1-947,1,2009-04-30,131,普通預金,貸付金返済,0,40000,-40000
,,,2009-04,,※※月計※※,,0,40000,
3024,0001-20090531-147-479-1-1419,1,2009-05-31,131,普通預金,貸付金返済,0,40000,-80000
,,,2009-05,,※※月計※※,,0,40000,
4519,0001-20090630-151-707-1-1875,1,2009-06-30,131,普通預金,貸付金返済,0,40000,-120000
,,,2009-06,,※※月計※※,,0,40000,
6140,0001-20090731-146-941-1-2343,1,2009-07-31,131,普通預金,貸付金返済,0,40000,-160000
,,,2009-07,,※※月計※※,,0,40000,
7595,0001-20090831-141-1170-1-2801,1,2009-08-31,131,普通預金,貸付金返済,0,40000,-200000
,,,2009-08,,※※月計※※,,0,40000,
9010,0001-20090930-148-1400-1-3261,1,2009-09-30,131,普通預金,貸付金返済,0,40000,-240000
,,,2009-09,,※※月計※※,,0,40000,
10534,0001-20091031-140-1632-1-3725,1,2009-10-31,131,普通預金,貸付金返済,0,40000,-280000
,,,2009-10,,※※月計※※,,0,40000,
11528,0001-20091125-145-1793-1-4047,1,2009-11-25,131,普通預金,貸付金,600000,0,320000
12005,0001-20091130-144-1867-1-4195,1,2009-11-30,131,普通預金,貸付金返済,0,40000,280000
,,,2009-11,,※※月計※※,,600000,40000,
13683,0001-20091231-152-2111-1-4683,0,2009-12-31,131,普通預金,貸付金返済,0,40000,240000
13687,0001-20091231-152-2111-1-4683,2,2009-12-31,131,普通預金,貸付金返済,0,50000,190000
,,,2009-12,,※※月計※※,,0,90000,
15186,0001-20100131-145-2347-1-5155,0,2010-01-31,131,普通預金,貸付金返済,0,40000,150000
15190,0001-20100131-145-2347-1-5155,2,2010-01-31,131,普通預金,貸付金返済,0,50000,100000
,,,2010-01,,※※月計※※,,0,90000,
16620,0001-20100228-144-2577-1-5615,0,2010-02-28,131,普通預金,貸付金返済,0,40000,60000
16624,0001-20100228-144-2577-1-5615,2,2010-02-28,131,普通預金,貸付金返済,0,50000,10000
,,,2010-02,,※※月計※※,,0,90000,
18168,0001-20100331-146-2817-1-6095,0,2010-03-31,131,普通預金,貸付金返済,0,40000,-30000
18172,0001-20100331-146-2817-1-6095,2,2010-03-31,131,普通預金,貸付金返済,0,50000,-80000
,,,2010-03,,※※月計※※,貸付金返済,0,90000,-80000
