num,GL02,GL02-GL55,date,contra_acct,contra_acct_name,note,dbt_amount,cdt_amount,balance
,,,,726,旅費交通費,,11986632,0,11986632
2,0001-20090401-18-1-1-463,0,2009-04-01,111,現金,旅費,18572,0,18572
6,0001-20090401-246-2-1-465,0,2009-04-01,111,現金,旅費,9524,0,28096
24,0001-20090402-19-3-1-467,0,2009-04-02,111,現金,旅費,10477,0,38573
95,0001-20090406-110-20-1-501,0,2009-04-06,111,現金,タクシー代,2181,0,40754
110,0001-20090406-156-24-1-509,0,2009-04-06,111,現金,出張旅費,7143,0,47897
137,0001-20090407-20-27-1-515,0,2009-04-07,111,現金,旅費,37143,0,85040
141,0001-20090407-21-28-1-517,0,2009-04-07,111,現金,JR代,66191,0,151231
145,0001-20090407-22-29-1-519,0,2009-04-07,111,現金,旅費,47620,0,198851
153,0001-20090407-56-31-1-523,0,2009-04-07,111,現金,旅費,20477,0,219328
157,0001-20090407-57-32-1-525,0,2009-04-07,111,現金,JR代,93143,0,312471
161,0001-20090407-58-33-1-527,0,2009-04-07,111,現金,旅費,66667,0,379138
195,0001-20090410-157-43-1-547,0,2009-04-10,131,普通預金,航空券代,21143,0,400281
250,0001-20090410-248-51-1-563,0,2009-04-10,111,現金,旅費,9953,0,410234
331,0001-20090412-249-63-1-587,0,2009-04-12,111,現金,旅費,10286,0,420520
334,0001-20090412-249-63-1-587,3,2009-04-12,111,現金,タクシー代,4762,0,425282
357,0001-20090413-158-69-1-599,0,2009-04-13,111,現金,出張旅費,14286,0,439568
367,0001-20090414-23-70-1-601,0,2009-04-14,111,現金,旅費,26667,0,466235
370,0001-20090414-23-70-1-601,3,2009-04-14,111,現金,旅費,29524,0,495759
372,0001-20090414-23-70-1-601,5,2009-04-14,111,現金,旅費,36667,0,532426
564,0001-20090420-24-97-1-655,0,2009-04-20,111,現金,JR回数券,78686,0,611112
693,0001-20090421-160-129-1-719,0,2009-04-21,111,現金,出張旅費,66667,0,677779
697,0001-20090421-25-126-1-713,0,2009-04-21,111,現金,旅費,53334,0,731113
701,0001-20090421-59-127-1-715,0,2009-04-21,111,現金,旅費,28572,0,759685
724,0001-20090422-161-138-1-737,0,2009-04-22,111,現金,旅費,10334,0,770019
756,0001-20090423-140-146-1-753,0,2009-04-23,111,現金,旅費,9858,0,779877
760,0001-20090423-141-147-1-755,0,2009-04-23,111,現金,JR代,66191,0,846068
768,0001-20090423-26-141-1-743,0,2009-04-23,111,現金,旅費,10477,0,856545
772,0001-20090423-28-142-1-745,0,2009-04-23,322,未払金,タクシー代,2305,0,858850
794,0001-20090424-159-151-1-763,0,2009-04-24,111,現金,タクシー代,6143,0,864993
804,0001-20090425-111-156-1-773,0,2009-04-25,322,未払金,タクシー代,11810,0,876803
1089,0001-20090428-27-186-1-833,0,2009-04-28,111,現金,旅費,26667,0,903470
1092,0001-20090428-27-186-1-833,3,2009-04-28,111,現金,旅費,29524,0,932994
1094,0001-20090428-27-186-1-833,5,2009-04-28,111,現金,旅費,21429,0,954423
1186,0001-20090430-251-217-1-895,0,2009-04-30,111,現金,旅費,9334,0,963757
1525,0001-20090430-60-194-1-849,0,2009-04-30,111,現金,旅費,9286,0,973043
