num,GL02,GL02-GL55,date,contra_account,contra_account_name,note,debit_amount,credit_amount,balance
,,,,712,給与手当,,62467417,0,62467417
871,0001-20090425-253-166-1-793,8,2009-04-25,131,普通預金,4月給与その他 0020 営業部,1641623,0,1641623
874,0001-20090425-253-166-1-793,9,2009-04-25,326,預り金,4月給与その他 0020 営業部,236635,0,1878258
877,0001-20090425-253-166-1-793,10,2009-04-25,326,預り金,4月給与その他 0020 営業部,117200,0,1995458
880,0001-20090425-253-166-1-793,11,2009-04-25,326,預り金,4月給与その他 0020 営業部,39800,0,2035258
883,0001-20090425-253-166-1-793,12,2009-04-25,326,預り金,4月給与その他 0020 営業部,43305,0,2078563
886,0001-20090425-253-166-1-793,13,2009-04-25,326,預り金,4月給与その他 0020 営業部,68682,0,2147245
890,0001-20090425-253-166-1-793,15,2009-04-25,131,普通預金,4月給与その他 1000 札幌営業所,625853,0,2773098
893,0001-20090425-253-166-1-793,16,2009-04-25,326,預り金,4月給与その他 1000 札幌営業所,100704,0,2873802
896,0001-20090425-253-166-1-793,17,2009-04-25,326,預り金,4月給与その他 1000 札幌営業所,46300,0,2920102
899,0001-20090425-253-166-1-793,18,2009-04-25,326,預り金,4月給与その他 1000 札幌営業所,13990,0,2934092
902,0001-20090425-253-166-1-793,19,2009-04-25,326,預り金,4月給与その他 1000 札幌営業所,50648,0,2984740
905,0001-20090425-253-166-1-793,20,2009-04-25,326,預り金,4月給与その他 1000 札幌営業所,28193,0,3012933
908,0001-20090425-253-166-1-793,21,2009-04-25,131,普通預金,4月給与その他 3000 名古屋営業所,538572,0,3551505
912,0001-20090425-253-166-1-793,23,2009-04-25,326,預り金,4月給与その他 3000 名古屋営業所,92651,0,3644156
915,0001-20090425-253-166-1-793,24,2009-04-25,326,預り金,4月給与その他 3000 名古屋営業所,42600,0,3686756
918,0001-20090425-253-166-1-793,25,2009-04-25,326,預り金,4月給与その他 3000 名古屋営業所,7540,0,3694296
921,0001-20090425-253-166-1-793,26,2009-04-25,326,預り金,4月給与その他 3000 名古屋営業所,40759,0,3735055
924,0001-20090425-253-166-1-793,27,2009-04-25,326,預り金,4月給与その他 3000 名古屋営業所,41078,0,3776133
928,0001-20090425-253-166-1-793,29,2009-04-25,131,普通預金,4月給与その他 4000 大阪支店,1034075,0,4810208
931,0001-20090425-253-166-1-793,30,2009-04-25,326,預り金,4月給与その他 4000 大阪支店,147384,0,4957592
934,0001-20090425-253-166-1-793,31,2009-04-25,326,預り金,4月給与その他 4000 大阪支店,66200,0,5023792
937,0001-20090425-253-166-1-793,32,2009-04-25,326,預り金,4月給与その他 4000 大阪支店,24960,0,5048752
940,0001-20090425-253-166-1-793,33,2009-04-25,326,預り金,4月給与その他 4000 大阪支店,27117,0,5075869
943,0001-20090425-253-166-1-793,34,2009-04-25,326,預り金,4月給与その他 4000 大阪支店,22532,0,5098401
947,0001-20090425-253-166-1-793,36,2009-04-25,131,普通預金,4月給与その他 5000 九州営業所,455817,0,5554218
950,0001-20090425-253-166-1-793,37,2009-04-25,326,預り金,4月給与その他 5000 九州営業所,66241,0,5620459
953,0001-20090425-253-166-1-793,38,2009-04-25,326,預り金,4月給与その他 5000 九州営業所,31700,0,5652159
956,0001-20090425-253-166-1-793,39,2009-04-25,326,預り金,4月給与その他 5000 九州営業所,8630,0,5660789
959,0001-20090425-253-166-1-793,40,2009-04-25,326,預り金,4月給与その他 5000 九州営業所,18540,0,5679329
962,0001-20090425-253-166-1-793,41,2009-04-25,326,預り金,4月給与その他 5000 九州営業所,23023,0,5702352
,,,2009-04,,※※月計※※,,5702352,0,
2395,0001-20090525-86-394-1-1249,11,2009-05-25,131,普通預金,5月給与その他 0020 営業部,1530273,0,7232625
2398,0001-20090525-86-394-1-1249,12,2009-05-25,326,預り金,5月給与その他 0020 営業部,216077,0,7448702
2401,0001-20090525-86-394-1-1249,13,2009-05-25,326,預り金,5月給与その他 0020 営業部,104300,0,7553002
2404,0001-20090525-86-394-1-1249,14,2009-05-25,326,預り金,5月給与その他 0020 営業部,37790,0,7590792
2407,0001-20090525-86-394-1-1249,15,2009-05-25,326,預り金,5月給与その他 0020 営業部,43305,0,7634097
2410,0001-20090525-86-394-1-1249,16,2009-05-25,326,預り金,5月給与その他 0020 営業部,61960,0,7696057
2414,0001-20090525-86-394-1-1249,18,2009-05-25,131,普通預金,5月給与その他 1000 札幌営業所,609096,0,8305153
2417,0001-20090525-86-394-1-1249,19,2009-05-25,326,預り金,5月給与その他 1000 札幌営業所,100704,0,8405857
2420,0001-20090525-86-394-1-1249,20,2009-05-25,326,預り金,5月給与その他 1000 札幌営業所,46300,0,8452157
2423,0001-20090525-86-394-1-1249,21,2009-05-25,326,預り金,5月給与その他 1000 札幌営業所,13710,0,8465867
2426,0001-20090525-86-394-1-1249,22,2009-05-25,326,預り金,5月給与その他 1000 札幌営業所,50648,0,8516515
2429,0001-20090525-86-394-1-1249,23,2009-05-25,326,預り金,5月給与その他 1000 札幌営業所,36542,0,8553057
2433,0001-20090525-86-394-1-1249,25,2009-05-25,131,普通預金,5月給与その他 3000 名古屋営業所,546572,0,9099629
2436,0001-20090525-86-394-1-1249,26,2009-05-25,326,預り金,5月給与その他 3000 名古屋営業所,92651,0,9192280
2439,0001-20090525-86-394-1-1249,27,2009-05-25,326,預り金,5月給与その他 3000 名古屋営業所,42600,0,9234880
2442,0001-20090525-86-394-1-1249,28,2009-05-25,326,預り金,5月給与その他 3000 名古屋営業所,7540,0,9242420
2445,0001-20090525-86-394-1-1249,29,2009-05-25,326,預り金,5月給与その他 3000 名古屋営業所,40759,0,9283179
2448,0001-20090525-86-394-1-1249,30,2009-05-25,326,預り金,5月給与その他 3000 名古屋営業所,33078,0,9316257
2452,0001-20090525-86-394-1-1249,32,2009-05-25,131,普通預金,5月給与その他 4000 大阪支店,1023560,0,10339817
2455,0001-20090525-86-394-1-1249,33,2009-05-25,326,預り金,5月給与その他 4000 大阪支店,147384,0,10487201
2458,0001-20090525-86-394-1-1249,34,2009-05-25,326,預り金,5月給与その他 4000 大阪支店,66200,0,10553401
2461,0001-20090525-86-394-1-1249,35,2009-05-25,326,預り金,5月給与その他 4000 大阪支店,24660,0,10578061
2464,0001-20090525-86-394-1-1249,36,2009-05-25,326,預り金,5月給与その他 4000 大阪支店,27117,0,10605178
2467,0001-20090525-86-394-1-1249,37,2009-05-25,326,預り金,5月給与その他 4000 大阪支店,24278,0,10629456
2471,0001-20090525-86-394-1-1249,39,2009-05-25,131,普通預金,5月給与その他 5000 九州営業所,444044,0,11073500
2474,0001-20090525-86-394-1-1249,40,2009-05-25,326,預り金,5月給与その他 5000 九州営業所,66241,0,11139741
2477,0001-20090525-86-394-1-1249,41,2009-05-25,326,預り金,5月給与その他 5000 九州営業所,31700,0,11171441
2480,0001-20090525-86-394-1-1249,42,2009-05-25,326,預り金,5月給与その他 5000 九州営業所,8070,0,11179511
2483,0001-20090525-86-394-1-1249,43,2009-05-25,326,預り金,5月給与その他 5000 九州営業所,18540,0,11198051
2486,0001-20090525-86-394-1-1249,44,2009-05-25,326,預り金,5月給与その他 5000 九州営業所,19931,0,11217982
,,,2009-05,,※※月計※※,,5515630,0,
3962,0001-20090625-91-631-1-1723,8,2009-06-25,131,普通預金,6月給与その他 0020 営業部,1530004,0,12747986
3965,0001-20090625-91-631-1-1723,9,2009-06-25,326,預り金,6月給与その他 0020 営業部,216077,0,12964063
3968,0001-20090625-91-631-1-1723,10,2009-06-25,326,預り金,6月給与その他 0020 営業部,62200,0,13026263
3971,0001-20090625-91-631-1-1723,11,2009-06-25,326,預り金,6月給与その他 0020 営業部,37200,0,13063463
3974,0001-20090625-91-631-1-1723,12,2009-06-25,326,預り金,6月給与その他 0020 営業部,43305,0,13106768
3977,0001-20090625-91-631-1-1723,13,2009-06-25,326,預り金,6月給与その他 0020 営業部,85242,0,13192010
3981,0001-20090625-91-631-1-1723,15,2009-06-25,131,普通預金,6月給与その他 1000 札幌営業所,603524,0,13795534
3984,0001-20090625-91-631-1-1723,16,2009-06-25,326,預り金,6月給与その他 1000 札幌営業所,100704,0,13896238
3987,0001-20090625-91-631-1-1723,17,2009-06-25,326,預り金,6月給与その他 1000 札幌営業所,34600,0,13930838
