num,GL02,GL02-GL55,date,contra_acct,contra_acct_name,note,dbt_amount,cdt_amount,balance
,,,,148,定期積金,,6720000,0,6720000
1478,0001-20090430-313-244-1-949,0,2009-04-30,131,普通預金,定期積立金,500000,0,500000
,,,2009-04,,※※月計※※,,500000,0,
3033,0001-20090531-152-481-1-1423,0,2009-05-31,131,普通預金,定期積立金,500000,0,1000000
,,,2009-05,,※※月計※※,,500000,0,
4521,0001-20090630-152-708-1-1877,0,2009-06-30,131,普通預金,定期積立金,500000,0,1500000
,,,2009-06,,※※月計※※,,500000,0,
6142,0001-20090731-147-942-1-2345,0,2009-07-31,131,普通預金,定期積立金,500000,0,2000000
,,,2009-07,,※※月計※※,,500000,0,
7597,0001-20090831-142-1171-1-2803,0,2009-08-31,131,普通預金,定期積立金,500000,0,2500000
,,,2009-08,,※※月計※※,,500000,0,
9012,0001-20090930-149-1401-1-3263,0,2009-09-30,131,普通預金,定期積立金,500000,0,3000000
,,,2009-09,,※※月計※※,,500000,0,
10536,0001-20091031-141-1633-1-3727,0,2009-10-31,131,普通預金,定期積立金,500000,0,3500000
,,,2009-10,,※※月計※※,,500000,0,
12011,0001-20091130-146-1869-1-4199,0,2009-11-30,131,普通預金,定期積立金,500000,0,4000000
,,,2009-11,,※※月計※※,,500000,0,
13691,0001-20091231-153-2112-1-4685,0,2009-12-31,131,普通預金,定期積立金,500000,0,4500000
,,,2009-12,,※※月計※※,,500000,0,
15197,0001-20100131-146-2348-1-5157,0,2010-01-31,131,普通預金,定期積立金,500000,0,5000000
15201,0001-20100131-146-2348-1-5157,2,2010-01-31,131,普通預金,新規定期積立金,240000,0,5240000
,,,2010-01,,※※月計※※,,740000,0,
16631,0001-20100228-145-2578-1-5617,3,2010-02-28,131,普通預金,定期積立金,500000,0,5740000
16635,0001-20100228-145-2578-1-5617,5,2010-02-28,131,普通預金,新規定期積立金,240000,0,5980000
,,,2010-02,,※※月計※※,,740000,0,
18187,0001-20100331-150-2819-1-6099,0,2010-03-31,131,普通預金,定期積立金,500000,0,6480000
18191,0001-20100331-150-2819-1-6099,2,2010-03-31,131,普通預金,新規定期積立金,240000,0,6720000
,,,2010-03,,※※月計※※,,740000,0,6720000
