num,GL02,GL02-GL55,date,contra_account,contra_account_name,note,debit_amount,credit_amount,balance
,,,,737,消耗品費,,6735986,3367993,3367993
568,0001-20090420-241-118-1-697,0,2009-04-20,322,未払金,ファイル等,33981,0,33981
571,0001-20090420-241-118-1-697,3,2009-04-20,322,未払金,飲料水,239048,0,273029
573,0001-20090420-241-118-1-697,5,2009-04-20,322,未払金,名刺代,79048,0,352077
1180,0001-20090430-242-216-1-893,1,2009-04-30,737,消耗品費,消耗品費　部門配賦,38728,0,352077
1180,0001-20090430-242-216-1-893,1,2009-04-30,737,消耗品費,消耗品費　部門配賦,0,38728,352077
1181,0001-20090430-242-216-1-893,2,2009-04-30,737,消耗品費,消耗品費　部門配賦,168999,0,352077
1181,0001-20090430-242-216-1-893,2,2009-04-30,737,消耗品費,消耗品費　部門配賦,0,168999,352077
1182,0001-20090430-242-216-1-893,3,2009-04-30,737,消耗品費,消耗品費　部門配賦,35207,0,352077
1182,0001-20090430-242-216-1-893,3,2009-04-30,737,消耗品費,消耗品費　部門配賦,0,35207,352077
1183,0001-20090430-242-216-1-893,4,2009-04-30,737,消耗品費,消耗品費　部門配賦,84498,0,352077
1183,0001-20090430-242-216-1-893,4,2009-04-30,737,消耗品費,消耗品費　部門配賦,0,84498,352077
1184,0001-20090430-242-216-1-893,5,2009-04-30,737,消耗品費,消耗品費　部門配賦,24645,0,352077
1184,0001-20090430-242-216-1-893,5,2009-04-30,737,消耗品費,消耗品費　部門配賦,0,24645,352077
,,,2009-04,,※※月計※※,,704154,352077,
2139,0001-20090520-76-344-1-1149,0,2009-05-20,322,未払金,ファイル等,29762,0,381839
2142,0001-20090520-76-344-1-1149,3,2009-05-20,322,未払金,飲料水,190620,0,572459
2144,0001-20090520-76-344-1-1149,5,2009-05-20,322,未払金,名刺代,49810,0,622269
3114,0001-20090531-77-446-1-1353,1,2009-05-31,737,消耗品費,消耗品費　部門配賦,29721,0,622269
3114,0001-20090531-77-446-1-1353,1,2009-05-31,737,消耗品費,消耗品費　部門配賦,0,29721,622269
3115,0001-20090531-77-446-1-1353,2,2009-05-31,737,消耗品費,消耗品費　部門配賦,129693,0,622269
3115,0001-20090531-77-446-1-1353,2,2009-05-31,737,消耗品費,消耗品費　部門配賦,0,129693,622269
3116,0001-20090531-77-446-1-1353,3,2009-05-31,737,消耗品費,消耗品費　部門配賦,27019,0,622269
3116,0001-20090531-77-446-1-1353,3,2009-05-31,737,消耗品費,消耗品費　部門配賦,0,27019,622269
3117,0001-20090531-77-446-1-1353,4,2009-05-31,737,消耗品費,消耗品費　部門配賦,64846,0,622269
3117,0001-20090531-77-446-1-1353,4,2009-05-31,737,消耗品費,消耗品費　部門配賦,0,64846,622269
3118,0001-20090531-77-446-1-1353,5,2009-05-31,737,消耗品費,消耗品費　部門配賦,18913,0,622269
3118,0001-20090531-77-446-1-1353,5,2009-05-31,737,消耗品費,消耗品費　部門配賦,0,18913,622269
,,,2009-05,,※※月計※※,,540384,270192,
3745,0001-20090620-81-586-1-1633,0,2009-06-20,322,未払金,ファイル等,16667,0,638936
3748,0001-20090620-81-586-1-1633,3,2009-06-20,322,未払金,飲料水,210000,0,848936
3750,0001-20090620-81-586-1-1633,5,2009-06-20,322,未払金,名刺代,31905,0,880841
4586,0001-20090630-82-672-1-1805,1,2009-06-30,737,消耗品費,消耗品費　部門配賦,28442,0,880841
4586,0001-20090630-82-672-1-1805,1,2009-06-30,737,消耗品費,消耗品費　部門配賦,0,28442,880841
4587,0001-20090630-82-672-1-1805,2,2009-06-30,737,消耗品費,消耗品費　部門配賦,124116,0,880841
4587,0001-20090630-82-672-1-1805,2,2009-06-30,737,消耗品費,消耗品費　部門配賦,0,124116,880841
4588,0001-20090630-82-672-1-1805,3,2009-06-30,737,消耗品費,消耗品費　部門配賦,25857,0,880841
4588,0001-20090630-82-672-1-1805,3,2009-06-30,737,消耗品費,消耗品費　部門配賦,0,25857,880841
4589,0001-20090630-82-672-1-1805,4,2009-06-30,737,消耗品費,消耗品費　部門配賦,62057,0,880841
4589,0001-20090630-82-672-1-1805,4,2009-06-30,737,消耗品費,消耗品費　部門配賦,0,62057,880841
4590,0001-20090630-82-672-1-1805,5,2009-06-30,737,消耗品費,消耗品費　部門配賦,18100,0,880841
4590,0001-20090630-82-672-1-1805,5,2009-06-30,737,消耗品費,消耗品費　部門配賦,0,18100,880841
,,,2009-06,,※※月計※※,,517144,258572,
5312,0001-20090720-77-814-1-2089,0,2009-07-20,322,未払金,ファイル等,19387,0,900228
5315,0001-20090720-77-814-1-2089,3,2009-07-20,322,未払金,飲料水,239019,0,1139247
5317,0001-20090720-77-814-1-2089,5,2009-07-20,322,未払金,名刺代,10096,0,1149343
6199,0001-20090731-78-910-1-2281,1,2009-07-31,737,消耗品費,消耗品費　部門配賦,29535,0,1149343
6199,0001-20090731-78-910-1-2281,1,2009-07-31,737,消耗品費,消耗品費　部門配賦,0,29535,1149343
6200,0001-20090731-78-910-1-2281,2,2009-07-31,737,消耗品費,消耗品費　部門配賦,128882,0,1149343
6200,0001-20090731-78-910-1-2281,2,2009-07-31,737,消耗品費,消耗品費　部門配賦,0,128882,1149343
