num,GL02,GL02-GL55,date,contra_acct,contra_acct_name,note,dbt_amount,cdt_amount,balance
,,,,301,支払手形,,167107676,183544830,-16437154
277,0001-20090410-261-56-1-573,1,2009-04-10,312,買掛金,09年4月10日伝票No271株式会社　チェック,0,7368349,-7368349
285,0001-20090410-298-58-1-577,1,2009-04-10,121,当座預金,手形期日落日　チェック,7322934,0,-45415
595,0001-20090420-272-122-1-705,1,2009-04-20,312,買掛金,09年4月20日伝票No278株式会社　まつむら,0,6181724,-6227139
598,0001-20090420-299-123-1-707,1,2009-04-20,121,当座預金,手形期日落日　まつむら,5775130,0,-452009
1412,0001-20090430-289-231-1-923,1,2009-04-30,312,買掛金,09年4月30日伝票No124鈴木販売株式会社,0,4640751,-5092760
1440,0001-20090430-295-237-1-935,1,2009-04-30,312,買掛金,09年4月30日伝票No282小藤丸株式会社,0,5237507,-10330267
1448,0001-20090430-297-239-1-939,1,2009-04-30,312,買掛金,09年4月30日伝票No286斉藤産業株式会社,0,2599235,-12929502
1451,0001-20090430-300-240-1-941,1,2009-04-30,121,当座預金,手形期日落日　小藤丸,4787688,0,-8141814
1455,0001-20090430-300-240-1-941,3,2009-04-30,121,当座預金,手形期日落日　斉藤産業,2317977,0,-5823837
1459,0001-20090430-300-240-1-941,5,2009-04-30,121,当座預金,手形期日落日　鈴木販売,3900829,0,-1923008
,,,2009-04,,※※月計※※,,24104558,26027566,
1721,0001-20090510-139-289-1-1039,1,2009-05-10,121,当座預金,株式会社　チェック,5177928,0,3254920
1800,0001-20090510-96-287-1-1035,1,2009-05-10,312,買掛金,09年5月10日伝票No137株式会社　チェック,0,1379646,1875274
2960,0001-20090531-131-468-1-1397,1,2009-05-31,312,買掛金,09年5月31日伝票No147小藤丸株式会社,0,3467360,-1592086
2968,0001-20090531-133-470-1-1401,1,2009-05-31,312,買掛金,09年5月31日伝票No149斉藤産業株式会社,0,1744898,-3336984
3005,0001-20090531-140-477-1-1415,1,2009-05-31,121,当座預金,手形期日落日　小藤丸,3512659,0,175675
3009,0001-20090531-140-477-1-1415,3,2009-05-31,121,当座預金,手形期日落日　斉藤産業,1647815,0,1823490
3013,0001-20090531-140-477-1-1415,5,2009-05-31,121,当座預金,手形期日落日　鈴木販売,3005608,0,4829098
,,,2009-05,,※※月計※※,,13344010,6591904,
3323,0001-20090610-101-532-1-1525,1,2009-06-10,312,買掛金,09年6月10日伝票No155株式会社　チェック,0,2653685,2175413
3331,0001-20090610-145-534-1-1529,1,2009-06-10,121,当座預金,手形期日落日　チェック,5714131,0,7889544
4458,0001-20090630-137-697-1-1855,12,2009-06-30,312,買掛金,09年6月30日伝票No162小藤丸株式会社,0,3766486,4123058
4466,0001-20090630-139-699-1-1859,1,2009-06-30,312,買掛金,09年6月30日伝票No164斉藤産業株式会社,0,1784949,2338109
4469,0001-20090630-140-700-1-1861,1,2009-06-30,312,買掛金,09年6月30日伝票No165鈴木販売株式会社,0,3086761,-748652
4504,0001-20090630-146-706-1-1873,1,2009-06-30,121,当座預金,手形期日落日　小藤丸,4161432,0,3412780
4508,0001-20090630-146-706-1-1873,3,2009-06-30,121,当座預金,手形期日落日　斉藤産業,1798460,0,5211240
4512,0001-20090630-146-706-1-1873,5,2009-06-30,121,当座預金,手形期日落日　鈴木販売,3129144,0,8340384
,,,2009-06,,※※月計※※,,14803167,11291881,
4879,0001-20090710-138-763-1-1987,1,2009-07-10,121,当座預金,手形期日落日　チェック,7368349,0,15708733
