num,GL02,GL02-GL55,date,contra_acct,contra_acct_name,note,dbt_amount,cdt_amount,balance
,,,,747,地代家賃,,39417144,0,39417144
185,0001-20090410-129-41-1-543,0,2009-04-10,131,普通預金,家賃支払い,380000,0,380000
205,0001-20090410-167-45-1-551,0,2009-04-10,131,普通預金,家賃支払い,600000,0,980000
232,0001-20090410-232-48-1-557,0,2009-04-10,131,普通預金,家賃支払,1200000,0,2180000
238,0001-20090410-233-49-1-559,0,2009-04-10,131,普通預金,家賃支払,800000,0,2980000
289,0001-20090410-33-38-1-537,0,2009-04-10,131,普通預金,家賃支払い,304762,0,3284762
,,,2009-04,,※※月計※※,,3284762,0,
1813,0001-20090511-129-302-1-1065,0,2009-05-11,131,普通預金,家賃支払い,380000,0,3664762
1823,0001-20090511-167-304-1-1069,0,2009-05-11,131,普通預金,家賃支払い,600000,0,4264762
1834,0001-20090511-33-294-1-1049,0,2009-05-11,131,普通預金,家賃支払い,304762,0,4569524
1856,0001-20090511-66-297-1-1055,0,2009-05-11,131,普通預金,家賃支払,1200000,0,5769524
1862,0001-20090511-67-298-1-1057,0,2009-05-11,131,普通預金,家賃支払,800000,0,6569524
,,,2009-05,,※※月計※※,,3284762,0,
3274,0001-20090609-129-517-1-1495,0,2009-06-09,131,普通預金,家賃支払い,380000,0,6949524
3280,0001-20090609-167-518-1-1497,0,2009-06-09,131,普通預金,家賃支払い,600000,0,7549524
3291,0001-20090609-33-513-1-1487,0,2009-06-09,131,普通預金,家賃支払い,304762,0,7854286
3302,0001-20090609-70-514-1-1489,0,2009-06-09,131,普通預金,家賃支払,1200000,0,9054286
3308,0001-20090609-71-515-1-1491,0,2009-06-09,131,普通預金,家賃支払,800000,0,9854286
,,,2009-06,,※※月計※※,,3284762,0,
4872,0001-20090710-129-762-1-1985,0,2009-07-10,131,普通預金,家賃支払い,380000,0,10234286
4891,0001-20090710-167-766-1-1993,0,2009-07-10,131,普通預金,家賃支払い,600000,0,10834286
4905,0001-20090710-33-748-1-1957,0,2009-07-10,131,普通預金,家賃支払い,304762,0,11139048
4920,0001-20090710-65-750-1-1961,0,2009-07-10,131,普通預金,家賃支払,800000,0,11939048
4978,0001-20090710-96-760-1-1981,0,2009-07-10,131,普通預金,家賃支払,1200000,0,13139048
,,,2009-07,,※※月計※※,,3284762,0,
6378,0001-20090810-129-991-1-2443,0,2009-08-10,131,普通預金,家賃支払い,380000,0,13519048
6405,0001-20090810-167-997-1-2455,0,2009-08-10,131,普通預金,家賃支払い,600000,0,14119048
6426,0001-20090810-33-979-1-2419,0,2009-08-10,131,普通預金,家賃支払い,304762,0,14423810
6452,0001-20090810-66-981-1-2423,5,2009-08-10,131,普通預金,家賃支払,800000,0,15223810
6496,0001-20090810-95-990-1-2441,0,2009-08-10,131,普通預金,家賃支払,1200000,0,16423810
,,,2009-08,,※※月計※※,,3284762,0,
7922,0001-20090911-129-1229-1-2919,0,2009-09-11,131,普通預金,家賃支払い,380000,0,16803810
7936,0001-20090911-167-1232-1-2925,0,2009-09-11,131,普通預金,家賃支払い,600000,0,17403810
7955,0001-20090911-33-1223-1-2907,0,2009-09-11,131,普通預金,家賃支払い,304762,0,17708572
7974,0001-20090911-63-1226-1-2913,0,2009-09-11,131,普通預金,家賃支払,1200000,0,18908572
7980,0001-20090911-64-1227-1-2915,0,2009-09-11,131,普通預金,家賃支払,800000,0,19708572
,,,2009-09,,※※月計※※,,3284762,0,
9324,0001-20091010-129-1460-1-3381,0,2009-10-10,131,普通預金,家賃支払い,380000,0,20088572
9339,0001-20091010-167-1463-1-3387,0,2009-10-10,131,普通預金,家賃支払い,600000,0,20688572
9356,0001-20091010-33-1443-1-3347,0,2009-10-10,131,普通預金,家賃支払い,304762,0,20993334
9381,0001-20091010-64-1446-1-3353,0,2009-10-10,131,普通預金,家賃支払,1200000,0,22193334
9392,0001-20091010-65-1447-1-3355,5,2009-10-10,131,普通預金,家賃支払,800000,0,22993334
,,,2009-10,,※※月計※※,,3284762,0,
10775,0001-20091110-129-1683-1-3827,0,2009-11-10,131,普通預金,家賃支払い,380000,0,23373334
10802,0001-20091110-167-1689-1-3839,0,2009-11-10,131,普通預金,家賃支払い,600000,0,23973334
10819,0001-20091110-33-1671-1-3803,0,2009-11-10,131,普通預金,家賃支払い,304762,0,24278096
10845,0001-20091110-65-1674-1-3809,0,2009-11-10,131,普通預金,家賃支払,800000,0,25078096
10887,0001-20091110-94-1682-1-3825,0,2009-11-10,131,普通預金,家賃支払,1200000,0,26278096
,,,2009-11,,※※月計※※,,3284762,0,
12308,0001-20091210-110-1919-1-4299,0,2009-12-10,131,普通預金,家賃支払,1200000,0,27478096
12314,0001-20091210-129-1920-1-4301,0,2009-12-10,131,普通預金,家賃支払い,380000,0,27858096
12329,0001-20091210-167-1923-1-4307,0,2009-12-10,131,普通預金,家賃支払い,600000,0,28458096
12346,0001-20091210-33-1905-1-4271,0,2009-12-10,131,普通預金,家賃支払い,304762,0,28762858
12372,0001-20091210-68-1908-1-4277,0,2009-12-10,131,普通預金,家賃支払,800000,0,29562858
,,,2009-12,,※※月計※※,,3284762,0,
13978,0001-20100111-129-2167-1-4795,0,2010-01-11,131,普通預金,家賃支払い,380000,0,29942858
13988,0001-20100111-167-2169-1-4799,0,2010-01-11,131,普通預金,家賃支払い,600000,0,30542858
13999,0001-20100111-33-2161-1-4783,0,2010-01-11,131,普通預金,家賃支払い,304762,0,30847620
