num,GL02,GL02-GL55,date,contra_account,contra_account_name,note,debit_amount,credit_amount,balance
,,,,821,支払利息,,1691768,0,1691768
543,0001-20090420-141-113-1-687,2,2009-04-20,150,受取手形,手形割引料,58382,0,58382
1488,0001-20090430-314-245-1-951,2,2009-04-30,121,当座預金,利息,32675,0,91057
,,,2009-04,,※※月計※※,,91057,0,
2105,0001-20090520-144-358-1-1177,2,2009-05-20,150,受取手形,手形割引料,85669,0,176726
3043,0001-20090531-153-482-1-1425,2,2009-05-31,121,当座預金,利息,32675,0,209401
,,,2009-05,,※※月計※※,,118344,0,
3657,0001-20090620-141-601-1-1663,2,2009-06-20,150,受取手形,手形割引料,85721,0,295122
3663,0001-20090620-143-602-1-1665,2,2009-06-20,150,受取手形,手形割引料,62579,0,357701
4531,0001-20090630-153-709-1-1879,2,2009-06-30,121,当座預金,利息,32675,0,390376
,,,2009-06,,※※月計※※,,180975,0,
5236,0001-20090720-137-826-1-2113,2,2009-07-20,150,受取手形,手形割引料,63842,0,454218
5246,0001-20090720-139-827-1-2115,4,2009-07-20,150,受取手形,手形割引料,52282,0,506500
6152,0001-20090731-148-943-1-2347,2,2009-07-31,121,当座預金,利息,32675,0,539175
,,,2009-07,,※※月計※※,,148799,0,
6749,0001-20090820-145-1056-1-2573,2,2009-08-20,150,受取手形,手形割引料,118584,0,657759
7607,0001-20090831-143-1172-1-2805,2,2009-08-31,121,当座預金,利息,32675,0,690434
,,,2009-08,,※※月計※※,,151259,0,
9022,0001-20090930-150-1402-1-3265,2,2009-09-30,121,当座預金,利息,32675,0,723109
,,,2009-09,,※※月計※※,,32675,0,
9446,0001-20091010-98-1457-1-3375,2,2009-10-10,150,受取手形,手形割引料,38759,0,761868
9739,0001-20091020-99-1507-1-3475,6,2009-10-20,150,受取手形,手形割引料,83471,0,845339
10546,0001-20091031-142-1634-1-3729,2,2009-10-31,121,当座預金,利息,32675,0,878014
,,,2009-10,,※※月計※※,,154905,0,
11184,0001-20091120-148-1755-1-3971,2,2009-11-20,150,受取手形,手形割引料,60354,0,938368
12021,0001-20091130-147-1870-1-4201,2,2009-11-30,121,当座預金,利息,32675,0,971043
,,,2009-11,,※※月計※※,,93029,0,
12723,0001-20091220-141-1991-1-4443,2,2009-12-20,150,受取手形,手形割引料,46367,0,1017410
13701,0001-20091231-154-2113-1-4687,2,2009-12-31,121,当座預金,利息,32675,0,1050085
,,,2009-12,,※※月計※※,,79042,0,
14319,0001-20100120-139-2236-1-4933,2,2010-01-20,150,受取手形,手形割引料,53658,0,1103743
15208,0001-20100131-147-2349-1-5159,2,2010-01-31,121,当座預金,利息,32675,0,1136418
,,,2010-01,,※※月計※※,,86333,0,
16642,0001-20100228-146-2579-1-5619,2,2010-02-28,121,当座預金,利息,32675,0,1169093
,,,2010-02,,※※月計※※,,32675,0,
18198,0001-20100331-151-2820-1-6101,2,2010-03-31,121,当座預金,利息,32675,0,1201768
18204,0001-20100331-152-2821-1-6103,2,2010-03-31,121,当座預金,長期借入金　利息,490000,0,1691768
,,,2010-03,,※※月計※※,長期借入金　利息,522675,0,1691768
