num,GL02,GL02-GL55,date,contra_acct,contra_acct_name,note,dbt_amount,cdt_amount,balance
,,,,322,未払金,,97455856,98918891,-1463035
53,0001-20090405-139-12-1-485,0,2009-04-05,724,福利厚生費,制服代,0,52981,-52981
54,0001-20090405-139-12-1-485,1,2009-04-05,191,仮払消費税等,制服代,0,2649,-55630
81,0001-20090405-76-10-1-481,0,2009-04-05,724,福利厚生費,制服代,0,53334,-108964
82,0001-20090405-76-10-1-481,1,2009-04-05,191,仮払消費税等,制服代,0,2666,-111630
106,0001-20090406-147-23-1-507,0,2009-04-06,740,車両費,ガソリン代,0,4882,-116512
107,0001-20090406-147-23-1-507,1,2009-04-06,191,仮払消費税等,ガソリン代,0,244,-116756
216,0001-20090410-168-46-1-553,0,2009-04-10,791,雑費,有線,0,6000,-122756
217,0001-20090410-168-46-1-553,1,2009-04-10,191,仮払消費税等,有線,0,300,-123056
219,0001-20090410-168-46-1-553,3,2009-04-10,791,雑費,警備料,0,42858,-165914
220,0001-20090410-168-46-1-553,4,2009-04-10,191,仮払消費税等,警備料,0,2142,-168056
244,0001-20090410-234-50-1-561,0,2009-04-10,791,雑費,有線,0,5000,-173056
245,0001-20090410-234-50-1-561,1,2009-04-10,191,仮払消費税等,有線,0,250,-173306
247,0001-20090410-234-50-1-561,3,2009-04-10,791,雑費,警備料,0,34286,-207592
248,0001-20090410-234-50-1-561,4,2009-04-10,191,仮払消費税等,警備料,0,1714,-209306
462,0001-20090415-4-73-1-607,0,2009-04-15,732,広告宣伝費,広告費,0,30000,-239306
463,0001-20090415-4-73-1-607,1,2009-04-15,191,仮払消費税等,広告費,0,1500,-240806
519,0001-20090420-101-109-1-679,0,2009-04-20,732,広告宣伝費,広告料,0,50000,-290806
520,0001-20090420-101-109-1-679,1,2009-04-20,191,仮払消費税等,広告料,0,2500,-293306
523,0001-20090420-118-110-1-681,0,2009-04-20,754,事務用消耗品費,コピー代,0,6678,-299984
524,0001-20090420-118-110-1-681,1,2009-04-20,191,仮払消費税等,コピー代,0,333,-300317
535,0001-20090420-135-112-1-685,0,2009-04-20,754,事務用消耗品費,事務用品,0,2972,-303289
536,0001-20090420-135-112-1-685,1,2009-04-20,191,仮払消費税等,事務用品,0,148,-303437
560,0001-20090420-235-117-1-695,0,2009-04-20,754,事務用消耗品費,カウンター料金,0,6000,-309437
561,0001-20090420-235-117-1-695,1,2009-04-20,191,仮払消費税等,カウンター料金,0,300,-309737
568,0001-20090420-241-118-1-697,0,2009-04-20,737,消耗品費,ファイル等,0,33981,-343718
