num,GL02,GL02-GL55,date,contra_acct,contra_acct_name,note,dbt_amount,cdt_amount,balance
,,,,541,商品仕入高,,488940252,0,488940252
1316,0001-20090430-284-226-1-913,0,2009-04-30,312,買掛金,09年4月1日～09年4月30日分仕入,177120,0,177120
1319,0001-20090430-284-226-1-913,3,2009-04-30,312,買掛金,09年4月1日～09年4月30日分仕入,22560,0,199680
1323,0001-20090430-285-227-1-915,0,2009-04-30,312,買掛金,09年4月1日～09年4月30日分仕入,1203488,0,1403168
1326,0001-20090430-285-227-1-915,3,2009-04-30,312,買掛金,09年4月1日～09年4月30日分仕入,5744680,0,7147848
1329,0001-20090430-285-227-1-915,6,2009-04-30,312,買掛金,09年4月1日～09年4月30日分仕入,3913864,0,11061712
1332,0001-20090430-285-227-1-915,9,2009-04-30,312,買掛金,09年4月1日～09年4月30日分仕入,307440,0,11369152
1335,0001-20090430-285-227-1-915,12,2009-04-30,312,買掛金,09年4月1日～09年4月30日分仕入,2776288,0,14145440
1339,0001-20090430-285-227-1-915,16,2009-04-30,312,買掛金,09年4月1日～09年4月30日分仕入,2461792,0,16607232
1341,0001-20090430-285-227-1-915,18,2009-04-30,312,買掛金,09年4月1日～09年4月30日分仕入,389664,0,16996896
1347,0001-20090430-285-227-1-915,24,2009-04-30,312,買掛金,09年4月1日～09年4月30日分仕入,180480,0,17177376
1354,0001-20090430-286-228-1-917,0,2009-04-30,312,買掛金,09年4月1日～09年4月30日分仕入,1650592,0,18827968
1357,0001-20090430-286-228-1-917,3,2009-04-30,312,買掛金,09年4月1日～09年4月30日分仕入,1060368,0,19888336
1360,0001-20090430-286-228-1-917,6,2009-04-30,312,買掛金,09年4月1日～09年4月30日分仕入,3226252,0,23114588
1363,0001-20090430-286-228-1-917,9,2009-04-30,312,買掛金,09年4月1日～09年4月30日分仕入,145632,0,23260220
1369,0001-20090430-286-228-1-917,15,2009-04-30,312,買掛金,09年4月1日～09年4月30日分仕入,40608,0,23300828
1376,0001-20090430-287-229-1-919,0,2009-04-30,312,買掛金,09年4月1日～09年4月30日分仕入,862456,0,24163284
1379,0001-20090430-287-229-1-919,3,2009-04-30,312,買掛金,09年4月1日～09年4月30日分仕入,2754292,0,26917576
1385,0001-20090430-287-229-1-919,9,2009-04-30,312,買掛金,09年4月1日～09年4月30日分仕入,3162048,0,30079624
