num,GL02,GL02-GL55,date,contra_account,contra_account_name,note,debit_amount,credit_amount,balance
,,,,746,支払報酬,,1596696,0,1596696
47,0001-20090405-133-11-1-483,0,2009-04-05,131,普通預金,税理士報酬,133058,0,133058
,,,2009-04,,※※月計※※,,133058,0,
1646,0001-20090506-133-263-1-987,0,2009-05-06,131,普通預金,税理士報酬,133058,0,266116
,,,2009-05,,※※月計※※,,133058,0,
3181,0001-20090605-133-499-1-1459,0,2009-06-05,131,普通預金,税理士報酬,133058,0,399174
,,,2009-06,,※※月計※※,,133058,0,
4752,0001-20090705-133-730-1-1921,0,2009-07-05,131,普通預金,税理士報酬,133058,0,532232
,,,2009-07,,※※月計※※,,133058,0,
6273,0001-20090805-133-961-1-2383,0,2009-08-05,131,普通預金,税理士報酬,133058,0,665290
,,,2009-08,,※※月計※※,,133058,0,
7789,0001-20090906-133-1199-1-2859,0,2009-09-06,131,普通預金,税理士報酬,133058,0,798348
,,,2009-09,,※※月計※※,,133058,0,
9262,0001-20091007-133-1436-1-3333,0,2009-10-07,131,普通預金,税理士報酬,133058,0,931406
,,,2009-10,,※※月計※※,,133058,0,
10653,0001-20091105-133-1653-1-3767,0,2009-11-05,131,普通預金,税理士報酬,133058,0,1064464
,,,2009-11,,※※月計※※,,133058,0,
12160,0001-20091205-133-1886-1-4233,0,2009-12-05,131,普通預金,税理士報酬,133058,0,1197522
,,,2009-12,,※※月計※※,,133058,0,
13812,0001-20100107-133-2132-1-4725,0,2010-01-07,131,普通預金,税理士報酬,133058,0,1330580
,,,2010-01,,※※月計※※,,133058,0,
15306,0001-20100205-133-2365-1-5191,0,2010-02-05,131,普通預金,税理士報酬,133058,0,1463638
,,,2010-02,,※※月計※※,,133058,0,
16784,0001-20100305-133-2593-1-5647,0,2010-03-05,131,普通預金,税理士報酬,133058,0,1596696
,,,2010-03,,※※月計※※,税理士報酬,133058,0,1596696
