num,GL02,GL02-GL55,date,contra_acct,contra_acct_name,note,dbt_amount,cdt_amount,balance
,,,,741,支払手数料,,137950,0,137950
61,0001-20090405-254-13-1-487,2,2009-04-05,152,売掛金,09年4月5日伝票No190株式会社　渡辺産業,600,0,600
69,0001-20090405-255-14-1-489,2,2009-04-05,152,売掛金,09年4月5日伝票No191佐々木販売株式会社,450,0,1050
77,0001-20090405-256-15-1-491,2,2009-04-05,152,売掛金,09年4月5日伝票No192岩下物産株式会社,700,0,1750
258,0001-20090410-257-52-1-565,2,2009-04-10,152,売掛金,09年4月10日伝票No193株式会社　ミナミ,700,0,2450
272,0001-20090410-260-55-1-571,2,2009-04-10,152,売掛金,09年4月10日伝票No494株式会社　藤田東京本社,800,0,3250
424,0001-20090415-263-80-1-621,2,2009-04-15,152,売掛金,09年4月15日伝票No195五越株式会社,800,0,4050
432,0001-20090415-264-81-1-623,2,2009-04-15,152,売掛金,09年4月15日伝票No196株式会社　エントリー,800,0,4850
440,0001-20090415-265-82-1-625,2,2009-04-15,152,売掛金,09年4月15日伝票No197高橋物産株式会社,800,0,5650
453,0001-20090415-267-84-1-629,2,2009-04-15,152,売掛金,09年4月15日伝票No199株式会社　久城商事,600,0,6250
580,0001-20090420-269-119-1-699,2,2009-04-20,152,売掛金,09年4月20日伝票No200株式会社　ＹＡＧ,700,0,6950
973,0001-20090425-274-168-1-797,2,2009-04-25,152,売掛金,09年4月25日伝票No202株式会社　総合経営,700,0,7650
981,0001-20090425-275-169-1-799,2,2009-04-25,152,売掛金,09年4月25日伝票No203株式会社　小林マーケット,800,0,8450
1301,0001-20090430-281-223-1-907,2,2009-04-30,152,売掛金,09年4月30日伝票No204マークマーケット,800,0,9250
1309,0001-20090430-282-224-1-909,2,2009-04-30,152,売掛金,09年4月30日伝票No205株式会社　ＡＢＣ,800,0,10050
,,,2009-04,,※※月計※※,,10050,0,
1621,0001-20090505-89-255-1-971,2,2009-05-05,152,売掛金,09年5月5日伝票No207株式会社　渡辺産業,450,0,10500
1629,0001-20090505-90-256-1-973,2,2009-05-05,152,売掛金,09年5月5日伝票No208佐々木販売株式会社,600,0,11100
1781,0001-20090510-92-283-1-1027,2,2009-05-10,152,売掛金,09年5月10日伝票No210株式会社　ミナミ,700,0,11800
1795,0001-20090510-95-286-1-1033,2,2009-05-10,152,売掛金,09年5月10日伝票No495株式会社　藤田東京本社,800,0,12600
1919,0001-20090515-100-323-1-1107,2,2009-05-15,152,売掛金,09年5月15日伝票No214タワー株式会社,800,0,13400
1927,0001-20090515-101-324-1-1109,2,2009-05-15,152,売掛金,09年5月15日伝票No215高橋物産株式会社,800,0,14200
1991,0001-20090515-88-320-1-1101,2,2009-05-15,152,売掛金,09年5月15日伝票No217株式会社　久城商事,300,0,14500
2005,0001-20090515-98-321-1-1103,2,2009-05-15,152,売掛金,09年5月15日伝票No212五越株式会社,800,0,15300
2013,0001-20090515-99-322-1-1105,2,2009-05-15,152,売掛金,09年5月15日伝票No213株式会社　エントリー,800,0,16100
2062,0001-20090520-105-351-1-1163,2,2009-05-20,152,売掛金,09年5月20日伝票No219合同会社　たかだ,600,0,16700
2070,0001-20090520-106-352-1-1165,2,2009-05-20,152,売掛金,09年5月20日伝票No220株式会社　ＹＡＧ,700,0,17400
2325,0001-20090525-111-398-1-1257,5,2009-05-25,152,売掛金,09年5月25日伝票No222株式会社　総合経営,700,0,18100
2333,0001-20090525-112-399-1-1259,2,2009-05-25,152,売掛金,09年5月25日伝票No223株式会社　鎌田商店,600,0,18700
2341,0001-20090525-113-400-1-1261,2,2009-05-25,152,売掛金,09年5月25日伝票No224株式会社　小林マーケット,800,0,19500
2831,0001-20090531-119-456-1-1373,2,2009-05-31,152,売掛金,09年5月31日伝票No225マークマーケット,800,0,20300
2839,0001-20090531-120-457-1-1375,2,2009-05-31,152,売掛金,09年5月31日伝票No226株式会社　ＡＢＣ,800,0,21100
2850,0001-20090531-122-459-1-1379,2,2009-05-31,152,売掛金,09年5月31日伝票No228株式会社　畠山商事,600,0,21700
2858,0001-20090531-123-460-1-1381,2,2009-05-31,152,売掛金,09年5月31日伝票No229株式会社　千代サービス,200,0,21900
,,,2009-05,,※※月計※※,,11850,0,
3191,0001-20090605-94-496-1-1453,2,2009-06-05,152,売掛金,09年6月5日伝票No230株式会社　渡辺産業,450,0,22350
3199,0001-20090605-95-497-1-1455,2,2009-06-05,152,売掛金,09年6月5日伝票No231佐々木販売株式会社,450,0,22800
3318,0001-20090610-100-531-1-1523,2,2009-06-10,152,売掛金,09年6月10日伝票No496株式会社　藤田東京本社,800,0,23600
3396,0001-20090610-97-528-1-1517,2,2009-06-10,152,売掛金,09年6月10日伝票No233株式会社　ミナミ,700,0,24300
3477,0001-20090615-103-554-1-1569,2,2009-06-15,152,売掛金,09年6月15日伝票No235五越株式会社,800,0,25100
3485,0001-20090615-104-555-1-1571,2,2009-06-15,152,売掛金,09年6月15日伝票No236株式会社　エントリー,800,0,25900
3493,0001-20090615-105-556-1-1573,2,2009-06-15,152,売掛金,09年6月15日伝票No237タワー株式会社,600,0,26500
3501,0001-20090615-106-557-1-1575,2,2009-06-15,152,売掛金,09年6月15日伝票No238高橋物産株式会社,700,0,27200
3514,0001-20090615-108-559-1-1579,2,2009-06-15,152,売掛金,09年6月15日伝票No240株式会社　久城商事,300,0,27500
3606,0001-20090620-111-592-1-1645,2,2009-06-20,152,売掛金,09年6月20日伝票No242合同会社　たかだ,600,0,28100
3614,0001-20090620-112-593-1-1647,2,2009-06-20,152,売掛金,09年6月20日伝票No243株式会社　ＹＡＧ,700,0,28800
3882,0001-20090625-117-634-1-1729,2,2009-06-25,152,売掛金,09年6月25日伝票No245株式会社　総合経営,700,0,29500
3890,0001-20090625-118-635-1-1731,2,2009-06-25,152,売掛金,09年6月25日伝票No246株式会社　鎌田商店,600,0,30100
3898,0001-20090625-119-636-1-1733,2,2009-06-25,152,売掛金,09年6月25日伝票No247株式会社　小林マーケット,800,0,30900
4308,0001-20090630-125-685-1-1831,2,2009-06-30,152,売掛金,09年6月30日伝票No248マークマーケット,800,0,31700
4316,0001-20090630-126-686-1-1833,2,2009-06-30,152,売掛金,09年6月30日伝票No249株式会社　ＡＢＣ,800,0,32500
4329,0001-20090630-128-688-1-1837,4,2009-06-30,152,売掛金,09年6月30日伝票No251株式会社　畠山商事,600,0,33100
4337,0001-20090630-129-689-1-1839,2,2009-06-30,152,売掛金,09年6月30日伝票No252株式会社　千代サービス,200,0,33300
,,,2009-06,,※※月計※※,,11400,0,
4773,0001-20090705-87-727-1-1915,5,2009-07-05,152,売掛金,09年7月5日伝票No253株式会社　渡辺産業,450,0,33750
4781,0001-20090705-88-728-1-1917,2,2009-07-05,152,売掛金,09年7月5日伝票No254佐々木販売株式会社,450,0,34200
4952,0001-20090710-90-754-1-1969,2,2009-07-10,152,売掛金,09年7月10日伝票No256株式会社　ミナミ,700,0,34900
4966,0001-20090710-93-757-1-1975,2,2009-07-10,152,売掛金,09年7月10日伝票No497株式会社　藤田東京本社,800,0,35700
5041,0001-20090715-101-785-1-2031,2,2009-07-15,152,売掛金,09年7月15日伝票No263株式会社　久城商事,300,0,36000
5079,0001-20090715-96-780-1-2021,2,2009-07-15,152,売掛金,09年7月15日伝票No258五越株式会社,800,0,36800
5087,0001-20090715-97-781-1-2023,2,2009-07-15,152,売掛金,09年7月15日伝票No259株式会社　エントリー,800,0,37600
5095,0001-20090715-98-782-1-2025,2,2009-07-15,152,売掛金,09年7月15日伝票No260タワー株式会社,800,0,38400
5103,0001-20090715-99-783-1-2027,2,2009-07-15,152,売掛金,09年7月15日伝票No261高橋物産株式会社,800,0,39200
5197,0001-20090720-104-819-1-2099,2,2009-07-20,152,売掛金,09年7月20日伝票No265合同会社　たかだ,600,0,39800
5205,0001-20090720-105-820-1-2101,2,2009-07-20,152,売掛金,09年7月20日伝票No266株式会社　ＹＡＧ,700,0,40500
5457,0001-20090725-110-864-1-2189,2,2009-07-25,152,売掛金,09年7月25日伝票No268株式会社　総合経営,700,0,41200
5468,0001-20090725-111-865-1-2191,5,2009-07-25,152,売掛金,09年7月25日伝票No269株式会社　鎌田商店,600,0,41800
