num,GL02,GL02-GL55,date,contra_account,contra_account_name,note,debit_amount,credit_amount,balance
,,,,734,会議費,,314689,0,314689
201,0001-20090410-162-44-1-549,0,2009-04-10,111,現金,会議　食事代,23805,0,23805
,,,2009-04,,※※月計※※,,23805,0,
1735,0001-20090510-162-292-1-1045,0,2009-05-10,111,現金,会議　食事代,30020,0,53825
2634,0001-20090529-63-426-1-1313,0,2009-05-29,111,現金,会議　飲食代,22814,0,76639
,,,2009-05,,※※月計※※,,52834,0,
3335,0001-20090610-162-535-1-1531,0,2009-06-10,111,現金,会議　食事代,23805,0,100444
,,,2009-06,,※※月計※※,,23805,0,
4887,0001-20090710-162-765-1-1991,0,2009-07-10,111,現金,会議　食事代,23805,0,124249
,,,2009-07,,※※月計※※,,23805,0,
6401,0001-20090810-162-996-1-2453,0,2009-08-10,111,現金,会議　食事代,23805,0,148054
,,,2009-08,,※※月計※※,,23805,0,
7837,0001-20090910-162-1220-1-2901,0,2009-09-10,111,現金,会議　食事代,23805,0,171859
,,,2009-09,,※※月計※※,,23805,0,
9335,0001-20091010-162-1462-1-3385,0,2009-10-10,111,現金,会議　食事代,23805,0,195664
,,,2009-10,,※※月計※※,,23805,0,
10798,0001-20091110-162-1688-1-3837,0,2009-11-10,111,現金,会議　食事代,23805,0,219469
,,,2009-11,,※※月計※※,,23805,0,
12325,0001-20091210-162-1922-1-4305,0,2009-12-10,111,現金,会議　食事代,23805,0,243274
,,,2009-12,,※※月計※※,,23805,0,
13901,0001-20100110-162-2159-1-4779,0,2010-01-10,111,現金,会議　食事代,23805,0,267079
,,,2010-01,,※※月計※※,,23805,0,
15410,0001-20100210-162-2392-1-5245,0,2010-02-10,111,現金,会議　食事代,23805,0,290884
,,,2010-02,,※※月計※※,,23805,0,
16902,0001-20100310-162-2627-1-5715,0,2010-03-10,111,現金,会議　食事代,23805,0,314689
,,,2010-03,,※※月計※※,会議　食事代,23805,0,314689
