num,GL02,GL02-GL55,date,contra_acct,contra_acct_name,note,dbt_amount,cdt_amount,balance
,,,,248,保険積立金,,1500000,0,1500000
1482,0001-20090430-313-244-1-949,2,2009-04-30,131,普通預金,保険積立金,125000,0,125000
,,,2009-04,,※※月計※※,,125000,0,
3037,0001-20090531-152-481-1-1423,2,2009-05-31,131,普通預金,保険積立金,125000,0,250000
,,,2009-05,,※※月計※※,,125000,0,
4525,0001-20090630-152-708-1-1877,2,2009-06-30,131,普通預金,保険積立金,125000,0,375000
,,,2009-06,,※※月計※※,,125000,0,
6146,0001-20090731-147-942-1-2345,2,2009-07-31,131,普通預金,保険積立金,125000,0,500000
,,,2009-07,,※※月計※※,,125000,0,
7601,0001-20090831-142-1171-1-2803,2,2009-08-31,131,普通預金,保険積立金,125000,0,625000
,,,2009-08,,※※月計※※,,125000,0,
9016,0001-20090930-149-1401-1-3263,2,2009-09-30,131,普通預金,保険積立金,125000,0,750000
,,,2009-09,,※※月計※※,,125000,0,
10540,0001-20091031-141-1633-1-3727,2,2009-10-31,131,普通預金,保険積立金,125000,0,875000
,,,2009-10,,※※月計※※,,125000,0,
12015,0001-20091130-146-1869-1-4199,2,2009-11-30,131,普通預金,保険積立金,125000,0,1000000
,,,2009-11,,※※月計※※,,125000,0,
13695,0001-20091231-153-2112-1-4685,2,2009-12-31,131,普通預金,保険積立金,125000,0,1125000
,,,2009-12,,※※月計※※,,125000,0,
15202,0001-20100131-146-2348-1-5157,3,2010-01-31,131,普通預金,保険積立金,125000,0,1250000
,,,2010-01,,※※月計※※,,125000,0,
16636,0001-20100228-145-2578-1-5617,6,2010-02-28,131,普通預金,保険積立金,125000,0,1375000
,,,2010-02,,※※月計※※,,125000,0,
18192,0001-20100331-150-2819-1-6099,3,2010-03-31,131,普通預金,保険積立金,125000,0,1500000
,,,2010-03,,※※月計※※,,125000,0,1500000
