num,GL02,GL02-GL55,date,contra_acct,contra_acct_name,note,dbt_amount,cdt_amount,balance
,,,,131,普通預金,,836161561,833222136,2939425
47,0001-20090405-133-11-1-483,0,2009-04-05,746,支払報酬,税理士報酬,0,133058,-133058
48,0001-20090405-133-11-1-483,1,2009-04-05,191,仮払消費税等,税理士報酬,0,6652,-139710
60,0001-20090405-254-13-1-487,1,2009-04-05,152,売掛金,09年4月5日伝票No190株式会社　渡辺産業,2959035,0,2819325
68,0001-20090405-255-14-1-489,1,2009-04-05,152,売掛金,09年4月5日伝票No191佐々木販売株式会社,1508295,0,4327620
76,0001-20090405-256-15-1-491,1,2009-04-05,152,売掛金,09年4月5日伝票No192岩下物産株式会社,2171384,0,6499004
121,0001-20090406-305-26-1-513,1,2009-04-06,131,普通預金,資金移動,1000000,0,6499004
121,0001-20090406-305-26-1-513,1,2009-04-06,131,普通預金,資金移動,0,1000000,6499004
179,0001-20090410-112-40-1-541,0,2009-04-10,727,通信費,電話代,0,235063,6263941
180,0001-20090410-112-40-1-541,1,2009-04-10,191,仮払消費税等,電話代,0,11753,6252188
185,0001-20090410-129-41-1-543,0,2009-04-10,747,地代家賃,家賃支払い,0,380000,5872188
186,0001-20090410-129-41-1-543,1,2009-04-10,191,仮払消費税等,家賃支払い,0,19000,5853188
195,0001-20090410-157-43-1-547,0,2009-04-10,726,旅費交通費,航空券代,0,21143,5832045
196,0001-20090410-157-43-1-547,1,2009-04-10,191,仮払消費税等,航空券代,0,1057,5830988
205,0001-20090410-167-45-1-551,0,2009-04-10,747,地代家賃,家賃支払い,0,600000,5230988
206,0001-20090410-167-45-1-551,1,2009-04-10,191,仮払消費税等,家賃支払い,0,30000,5200988
210,0001-20090410-167-45-1-551,3,2009-04-10,727,通信費,電話代,0,158107,5042881
211,0001-20090410-167-45-1-551,4,2009-04-10,191,仮払消費税等,電話代,0,7905,5034976
222,0001-20090410-231-47-1-555,0,2009-04-10,326,預り金,源泉税支払,0,224870,4810106
228,0001-20090410-231-47-1-555,2,2009-04-10,326,預り金,住民税支払,0,467700,4342406
232,0001-20090410-232-48-1-557,0,2009-04-10,747,地代家賃,家賃支払,0,1200000,3142406
233,0001-20090410-232-48-1-557,1,2009-04-10,191,仮払消費税等,家賃支払,0,60000,3082406
238,0001-20090410-233-49-1-559,0,2009-04-10,747,地代家賃,家賃支払,0,800000,2282406
239,0001-20090410-233-49-1-559,1,2009-04-10,191,仮払消費税等,家賃支払,0,40000,2242406
257,0001-20090410-257-52-1-565,1,2009-04-10,152,売掛金,09年4月10日伝票No193株式会社　ミナミ,1428451,0,3670857
271,0001-20090410-260-55-1-571,1,2009-04-10,152,売掛金,09年4月10日伝票No494株式会社　藤田東京本社,18417920,0,22088777
280,0001-20090410-262-57-1-575,1,2009-04-10,312,買掛金,09年4月10日伝票No273株式会社　山下,0,402696,21686081
289,0001-20090410-33-38-1-537,0,2009-04-10,747,地代家賃,家賃支払い,0,304762,21381319
290,0001-20090410-33-38-1-537,1,2009-04-10,191,仮払消費税等,家賃支払い,0,15238,21366081
294,0001-20090410-33-38-1-537,3,2009-04-10,727,通信費,電話代,0,156315,21209766
295,0001-20090410-33-38-1-537,4,2009-04-10,191,仮払消費税等,電話代,0,7815,21201951
300,0001-20090410-85-39-1-539,0,2009-04-10,727,通信費,電話代,0,123037,21078914
301,0001-20090410-85-39-1-539,1,2009-04-10,191,仮払消費税等,電話代,0,6151,21072763
309,0001-20090411-229-61-1-583,1,2009-04-11,121,当座預金,資金移動,0,9000000,12072763
313,0001-20090411-229-61-1-583,3,2009-04-11,111,現金,引き出し,0,2000000,10072763
397,0001-20090415-130-76-1-613,1,2009-04-15,742,諸会費,会費,0,24000,10048763
423,0001-20090415-263-80-1-621,1,2009-04-15,152,売掛金,09年4月15日伝票No195五越株式会社,1382966,0,11431729
431,0001-20090415-264-81-1-623,1,2009-04-15,152,売掛金,09年4月15日伝票No196株式会社　エントリー,1269492,0,12701221
439,0001-20090415-265-82-1-625,1,2009-04-15,152,売掛金,09年4月15日伝票No197高橋物産株式会社,3379724,0,16080945
447,0001-20090415-266-83-1-627,1,2009-04-15,152,売掛金,09年4月15日伝票No198阿部商事株式会社,2819432,0,18900377
452,0001-20090415-267-84-1-629,1,2009-04-15,152,売掛金,09年4月15日伝票No199株式会社　久城商事,2268756,0,21169133
458,0001-20090415-268-85-1-631,1,2009-04-15,312,買掛金,09年4月15日伝票No274株式会社　Y2,0,3557473,17611660
478,0001-20090416-61-86-1-633,0,2009-04-16,727,通信費,電話代,0,161271,17450389
479,0001-20090416-61-86-1-633,1,2009-04-16,191,仮払消費税等,電話代,0,8063,17442326
515,0001-20090419-312-94-1-649,1,2009-04-19,131,普通預金,資金移動,500000,0,17442326
515,0001-20090419-312-94-1-649,1,2009-04-19,131,普通預金,資金移動,0,500000,17442326
527,0001-20090420-132-111-1-683,0,2009-04-20,736,水道光熱費,電気代,0,113565,17328761
528,0001-20090420-132-111-1-683,1,2009-04-20,191,仮払消費税等,電気代,0,5678,17323083
532,0001-20090420-132-111-1-683,3,2009-04-20,736,水道光熱費,水道代,0,6229,17316854
533,0001-20090420-132-111-1-683,4,2009-04-20,191,仮払消費税等,水道代,0,311,17316543
552,0001-20090420-169-116-1-693,0,2009-04-20,736,水道光熱費,電気料,0,120483,17196060
553,0001-20090420-169-116-1-693,1,2009-04-20,191,仮払消費税等,電気料,0,6024,17190036
557,0001-20090420-169-116-1-693,3,2009-04-20,736,水道光熱費,水道料,0,5303,17184733
558,0001-20090420-169-116-1-693,4,2009-04-20,191,仮払消費税等,水道料,0,265,17184468
579,0001-20090420-269-119-1-699,1,2009-04-20,152,売掛金,09年4月20日伝票No200株式会社　ＹＡＧ,3190411,0,20374879
590,0001-20090420-271-121-1-703,1,2009-04-20,312,買掛金,09年4月20日伝票No276株式会社　ハナダ,0,3596039,16778840
610,0001-20090420-307-125-1-711,1,2009-04-20,121,当座預金,資金移動,3500000,0,20278840
618,0001-20090420-34-99-1-659,0,2009-04-20,736,水道光熱費,電気代,0,91629,20187211
619,0001-20090420-34-99-1-659,1,2009-04-20,191,仮払消費税等,電気代,0,4581,20182630
623,0001-20090420-34-99-1-659,3,2009-04-20,736,水道光熱費,水道代,0,4143,20178487
624,0001-20090420-34-99-1-659,4,2009-04-20,191,仮払消費税等,水道代,0,207,20178280
646,0001-20090420-64-103-1-667,0,2009-04-20,736,水道光熱費,電気料,0,174650,20003630
647,0001-20090420-64-103-1-667,1,2009-04-20,191,仮払消費税等,電気料,0,8732,19994898
651,0001-20090420-64-103-1-667,3,2009-04-20,736,水道光熱費,水道料,0,8991,19985907
652,0001-20090420-64-103-1-667,4,2009-04-20,191,仮払消費税等,水道料,0,449,19985458
668,0001-20090420-89-105-1-671,0,2009-04-20,736,水道光熱費,電気料,0,82388,19903070
669,0001-20090420-89-105-1-671,1,2009-04-20,191,仮払消費税等,電気料,0,4119,19898951
673,0001-20090420-89-105-1-671,3,2009-04-20,736,水道光熱費,水道料,0,3758,19895193
674,0001-20090420-89-105-1-671,4,2009-04-20,191,仮払消費税等,水道料,0,187,19895006
675,0001-20090420-89-105-1-671,5,2009-04-20,736,水道光熱費,ガス代,0,3903,19891103
676,0001-20090420-89-105-1-671,6,2009-04-20,191,仮払消費税等,ガス代,0,195,19890908
808,0001-20090425-113-157-1-775,0,2009-04-25,727,通信費,携帯代,0,55745,19835163
809,0001-20090425-113-157-1-775,1,2009-04-25,191,仮払消費税等,携帯代,0,2787,19832376
825,0001-20090425-131-160-1-781,1,2009-04-25,742,諸会費,会費,0,24000,19808376
837,0001-20090425-171-163-1-787,0,2009-04-25,727,通信費,携帯代,0,40099,19768277
838,0001-20090425-171-163-1-787,1,2009-04-25,191,仮払消費税等,携帯代,0,2004,19766273
852,0001-20090425-253-166-1-793,1,2009-04-25,711,役員報酬,4月給与その他 0001 役員,0,1131093,18635180
871,0001-20090425-253-166-1-793,8,2009-04-25,712,給与手当,4月給与その他 0020 営業部,0,1641623,16993557
890,0001-20090425-253-166-1-793,15,2009-04-25,712,給与手当,4月給与その他 1000 札幌営業所,0,625853,16367704
908,0001-20090425-253-166-1-793,21,2009-04-25,712,給与手当,4月給与その他 3000 名古屋営業所,0,538572,15829132
928,0001-20090425-253-166-1-793,29,2009-04-25,712,給与手当,4月給与その他 4000 大阪支店,0,1034075,14795057
947,0001-20090425-253-166-1-793,36,2009-04-25,712,給与手当,4月給与その他 5000 九州営業所,0,455817,14339240
972,0001-20090425-274-168-1-797,1,2009-04-25,152,売掛金,09年4月25日伝票No202株式会社　総合経営,2186153,0,16525393
980,0001-20090425-275-169-1-799,1,2009-04-25,152,売掛金,09年4月25日伝票No203株式会社　小林マーケット,6636909,0,23162302
985,0001-20090425-29-152-1-765,0,2009-04-25,727,通信費,携帯電話代,0,61642,23100660
986,0001-20090425-29-152-1-765,1,2009-04-25,191,仮払消費税等,携帯電話代,0,3082,23097578
995,0001-20090425-87-154-1-769,0,2009-04-25,727,通信費,携帯代,0,36387,23061191
996,0001-20090425-87-154-1-769,1,2009-04-25,191,仮払消費税等,携帯代,0,1819,23059372
1022,0001-20090426-304-176-1-813,1,2009-04-26,131,普通預金,資金移動,6000000,0,23059372
1022,0001-20090426-304-176-1-813,1,2009-04-26,131,普通預金,資金移動,0,6000000,23059372
1025,0001-20090426-304-176-1-813,2,2009-04-26,131,普通預金,資金移動,6500000,0,23059372
1025,0001-20090426-304-176-1-813,2,2009-04-26,131,普通預金,資金移動,0,6500000,23059372
1028,0001-20090426-304-176-1-813,3,2009-04-26,131,普通預金,資金移動,5500000,0,23059372
1028,0001-20090426-304-176-1-813,3,2009-04-26,131,普通預金,資金移動,0,5500000,23059372
1031,0001-20090426-304-176-1-813,4,2009-04-26,131,普通預金,資金移動,3500000,0,23059372
1031,0001-20090426-304-176-1-813,4,2009-04-26,131,普通預金,資金移動,0,3500000,23059372
1035,0001-20090426-62-170-1-801,0,2009-04-26,727,通信費,携帯代,0,51768,23007604
1036,0001-20090426-62-170-1-801,1,2009-04-26,191,仮払消費税等,携帯代,0,2588,23005016
1066,0001-20090427-30-182-1-825,1,2009-04-27,752,保険料,保険料支払,0,54320,22950696
1100,0001-20090428-315-188-1-837,1,2009-04-28,121,当座預金,資金移動,3000000,0,25950696
1113,0001-20090430-115-206-1-873,1,2009-04-30,752,保険料,保険料,0,64500,25886196
1117,0001-20090430-116-207-1-875,0,2009-04-30,744,リース料,リース料,0,80000,25806196
1118,0001-20090430-116-207-1-875,1,2009-04-30,191,仮払消費税等,リース料,0,4000,25802196
1131,0001-20090430-137-209-1-879,5,2009-04-30,740,車両費,高速料,0,50777,25751419
1132,0001-20090430-137-209-1-879,6,2009-04-30,191,仮払消費税等,高速料,0,2538,25748881
1155,0001-20090430-230-213-1-887,0,2009-04-30,326,預り金,保険料預かり分,0,734249,25014632
1161,0001-20090430-230-213-1-887,2,2009-04-30,723,法定福利費,保険料　事業主負担分,0,111192,24903440
1162,0001-20090430-230-213-1-887,3,2009-04-30,723,法定福利費,保険料　事業主負担分,0,236635,24666805
1163,0001-20090430-230-213-1-887,4,2009-04-30,723,法定福利費,保険料　事業主負担分,0,100704,24566101
1164,0001-20090430-230-213-1-887,5,2009-04-30,723,法定福利費,保険料　事業主負担分,0,92652,24473449
1165,0001-20090430-230-213-1-887,6,2009-04-30,723,法定福利費,保険料　事業主負担分,0,126826,24346623
1166,0001-20090430-230-213-1-887,7,2009-04-30,723,法定福利費,保険料　事業主負担分,0,66245,24280378
1167,0001-20090430-230-213-1-887,8,2009-04-30,723,法定福利費,児童拠出金　事業主負担分,0,9672,24270706
1170,0001-20090430-239-214-1-889,1,2009-04-30,752,保険料,保険料,0,62000,24208706
1175,0001-20090430-240-215-1-891,1,2009-04-30,752,保険料,保険料支払い,0,57000,24151706
1300,0001-20090430-281-223-1-907,1,2009-04-30,152,売掛金,09年4月30日伝票No204マークマーケット,2874761,0,27026467
1308,0001-20090430-282-224-1-909,1,2009-04-30,152,売掛金,09年4月30日伝票No205株式会社　ＡＢＣ,4014481,0,31040948
1415,0001-20090430-290-232-1-925,1,2009-04-30,312,買掛金,09年4月30日伝票No125株式会社　有江,0,497372,30543576
1420,0001-20090430-291-233-1-927,1,2009-04-30,312,買掛金,09年4月30日伝票No128ナカムラ産業株式会社,0,1370598,29172978
1425,0001-20090430-292-234-1-929,1,2009-04-30,312,買掛金,09年4月30日伝票No129合同会社　ウェスト,0,4036321,25136657
1430,0001-20090430-293-235-1-931,1,2009-04-30,312,買掛金,09年4月30日伝票No131株式会社　はなまる商事,0,1710087,23426570
1435,0001-20090430-294-236-1-933,1,2009-04-30,312,買掛金,09年4月30日伝票No279株式会社　Pole,0,1829520,21597050
1443,0001-20090430-296-238-1-937,1,2009-04-30,312,買掛金,09年4月30日伝票No285株式会社　サンセット,0,5522383,16074667
1469,0001-20090430-306-242-1-945,1,2009-04-30,322,未払金,3月分支払,0,7584692,8489975
1476,0001-20090430-308-243-1-947,1,2009-04-30,183,短期貸付金,貸付金返済,40000,0,8529975
1478,0001-20090430-313-244-1-949,0,2009-04-30,148,定期積金,定期積立金,0,500000,8029975
1482,0001-20090430-313-244-1-949,2,2009-04-30,248,保険積立金,保険積立金,0,125000,7904975
1509,0001-20090430-5-189-1-839,0,2009-04-30,732,広告宣伝費,広告費,0,50000,7854975
1510,0001-20090430-5-189-1-839,1,2009-04-30,191,仮払消費税等,広告費,0,2500,7852475
1530,0001-20090430-63-195-1-851,1,2009-04-30,752,保険料,保険料,0,81000,7771475
1534,0001-20090430-66-196-1-853,0,2009-04-30,744,リース料,リース料,0,199858,7571617
1535,0001-20090430-66-196-1-853,1,2009-04-30,191,仮払消費税等,リース料,0,9992,7561625
1568,0001-20090430-96-203-1-867,0,2009-04-30,791,雑費,警備料,0,21400,7540225
1569,0001-20090430-96-203-1-867,1,2009-04-30,191,仮払消費税等,警備料,0,1070,7539155
,,,2009-04,,※※月計※※,,86048170,78509015,
1620,0001-20090505-89-255-1-971,1,2009-05-05,152,売掛金,09年5月5日伝票No207株式会社　渡辺産業,1093065,0,8632220
1628,0001-20090505-90-256-1-973,1,2009-05-05,152,売掛金,09年5月5日伝票No208佐々木販売株式会社,2639935,0,11272155
1636,0001-20090505-91-257-1-975,1,2009-05-05,152,売掛金,09年5月5日伝票No209岩下物産株式会社,1358887,0,12631042
1646,0001-20090506-133-263-1-987,0,2009-05-06,746,支払報酬,税理士報酬,0,133058,12497984
1647,0001-20090506-133-263-1-987,1,2009-05-06,191,仮払消費税等,税理士報酬,0,6652,12491332
1699,0001-20090508-154-276-1-1013,1,2009-05-08,111,現金,引き出し,0,1000000,11491332
1757,0001-20090510-65-280-1-1021,0,2009-05-10,326,預り金,源泉税支払,0,264713,11226619
1763,0001-20090510-65-280-1-1021,2,2009-05-10,326,預り金,住民税支払,0,475200,10751419
1780,0001-20090510-92-283-1-1027,1,2009-05-10,152,売掛金,09年5月10日伝票No210株式会社　ミナミ,1879080,0,12630499
1794,0001-20090510-95-286-1-1033,1,2009-05-10,152,売掛金,09年5月10日伝票No495株式会社　藤田東京本社,14443697,0,27074196
1803,0001-20090510-97-288-1-1037,1,2009-05-10,312,買掛金,09年5月10日伝票No139株式会社　山下,0,634838,26439358
1807,0001-20090511-112-301-1-1063,0,2009-05-11,727,通信費,電話代,0,187004,26252354
1808,0001-20090511-112-301-1-1063,1,2009-05-11,191,仮払消費税等,電話代,0,9350,26243004
1813,0001-20090511-129-302-1-1065,0,2009-05-11,747,地代家賃,家賃支払い,0,380000,25863004
1814,0001-20090511-129-302-1-1065,1,2009-05-11,191,仮払消費税等,家賃支払い,0,19000,25844004
1823,0001-20090511-167-304-1-1069,0,2009-05-11,747,地代家賃,家賃支払い,0,600000,25244004
1824,0001-20090511-167-304-1-1069,1,2009-05-11,191,仮払消費税等,家賃支払い,0,30000,25214004
1828,0001-20090511-167-304-1-1069,3,2009-05-11,727,通信費,電話代,0,146145,25067859
1829,0001-20090511-167-304-1-1069,4,2009-05-11,191,仮払消費税等,電話代,0,7307,25060552
1834,0001-20090511-33-294-1-1049,0,2009-05-11,747,地代家賃,家賃支払い,0,304762,24755790
1835,0001-20090511-33-294-1-1049,1,2009-05-11,191,仮払消費税等,家賃支払い,0,15238,24740552
1839,0001-20090511-33-294-1-1049,3,2009-05-11,727,通信費,電話代,0,177288,24563264
1840,0001-20090511-33-294-1-1049,4,2009-05-11,191,仮払消費税等,電話代,0,8864,24554400
1845,0001-20090511-61-295-1-1051,0,2009-05-11,727,通信費,電話代,0,175490,24378910
1846,0001-20090511-61-295-1-1051,1,2009-05-11,191,仮払消費税等,電話代,0,8774,24370136
1852,0001-20090511-64-296-1-1053,1,2009-05-11,111,現金,引き出し,0,1000000,23370136
1856,0001-20090511-66-297-1-1055,0,2009-05-11,747,地代家賃,家賃支払,0,1200000,22170136
1857,0001-20090511-66-297-1-1055,1,2009-05-11,191,仮払消費税等,家賃支払,0,60000,22110136
1862,0001-20090511-67-298-1-1057,0,2009-05-11,747,地代家賃,家賃支払,0,800000,21310136
1863,0001-20090511-67-298-1-1057,1,2009-05-11,191,仮払消費税等,家賃支払,0,40000,21270136
1872,0001-20090511-85-300-1-1061,0,2009-05-11,727,通信費,電話代,0,90712,21179424
1873,0001-20090511-85-300-1-1061,1,2009-05-11,191,仮払消費税等,電話代,0,4535,21174889
1918,0001-20090515-100-323-1-1107,1,2009-05-15,152,売掛金,09年5月15日伝票No214タワー株式会社,989217,0,22164106
1926,0001-20090515-101-324-1-1109,1,2009-05-15,152,売掛金,09年5月15日伝票No215高橋物産株式会社,1261814,0,23425920
1934,0001-20090515-102-325-1-1111,1,2009-05-15,152,売掛金,09年5月15日伝票No216阿部商事株式会社,1888517,0,25314437
1937,0001-20090515-103-326-1-1113,1,2009-05-15,312,買掛金,09年5月15日伝票No140株式会社　Y2,0,4297106,21017331
1949,0001-20090515-130-328-1-1117,1,2009-05-15,742,諸会費,会費,0,24000,20993331
1953,0001-20090515-157-329-1-1119,0,2009-05-15,726,旅費交通費,航空券代,0,75905,20917426
1954,0001-20090515-157-329-1-1119,1,2009-05-15,191,仮払消費税等,航空券代,0,3795,20913631
1958,0001-20090515-157-329-1-1119,3,2009-05-15,726,旅費交通費,宿泊代,0,14200,20899431
1959,0001-20090515-157-329-1-1119,4,2009-05-15,191,仮払消費税等,宿泊代,0,710,20898721
1990,0001-20090515-88-320-1-1101,1,2009-05-15,152,売掛金,09年5月15日伝票No217株式会社　久城商事,1585523,0,22484244
2004,0001-20090515-98-321-1-1103,1,2009-05-15,152,売掛金,09年5月15日伝票No212五越株式会社,1880469,0,24364713
