num,GL02,GL02-GL55,date,contra_acct,contra_acct_name,note,dbt_amount,cdt_amount,balance
,,,,152,売掛金,,856644692,904127719,-47483027
60,0001-20090405-254-13-1-487,1,2009-04-05,131,普通預金,09年4月5日伝票No190株式会社　渡辺産業,0,2959035,-2959035
61,0001-20090405-254-13-1-487,2,2009-04-05,741,支払手数料,09年4月5日伝票No190株式会社　渡辺産業,0,600,-2959635
62,0001-20090405-254-13-1-487,3,2009-04-05,191,仮払消費税等,09年4月5日伝票No190株式会社　渡辺産業,0,30,-2959665
68,0001-20090405-255-14-1-489,1,2009-04-05,131,普通預金,09年4月5日伝票No191佐々木販売株式会社,0,1508295,-4467960
69,0001-20090405-255-14-1-489,2,2009-04-05,741,支払手数料,09年4月5日伝票No191佐々木販売株式会社,0,450,-4468410
70,0001-20090405-255-14-1-489,3,2009-04-05,191,仮払消費税等,09年4月5日伝票No191佐々木販売株式会社,0,22,-4468432
76,0001-20090405-256-15-1-491,1,2009-04-05,131,普通預金,09年4月5日伝票No192岩下物産株式会社,0,2171384,-6639816
77,0001-20090405-256-15-1-491,2,2009-04-05,741,支払手数料,09年4月5日伝票No192岩下物産株式会社,0,700,-6640516
78,0001-20090405-256-15-1-491,3,2009-04-05,191,仮払消費税等,09年4月5日伝票No192岩下物産株式会社,0,35,-6640551
257,0001-20090410-257-52-1-565,1,2009-04-10,131,普通預金,09年4月10日伝票No193株式会社　ミナミ,0,1428451,-8069002
258,0001-20090410-257-52-1-565,2,2009-04-10,741,支払手数料,09年4月10日伝票No193株式会社　ミナミ,0,700,-8069702
259,0001-20090410-257-52-1-565,3,2009-04-10,191,仮払消費税等,09年4月10日伝票No193株式会社　ミナミ,0,35,-8069737
263,0001-20090410-258-53-1-567,1,2009-04-10,150,受取手形,09年4月10日伝票No194かめだデパート,0,7862107,-15931844
266,0001-20090410-259-54-1-569,1,2009-04-10,312,買掛金,09年4月10日伝票No472株式会社　チェック,0,1961954,-17893798
271,0001-20090410-260-55-1-571,1,2009-04-10,131,普通預金,09年4月10日伝票No494株式会社　藤田東京本社,0,18417920,-36311718
272,0001-20090410-260-55-1-571,2,2009-04-10,741,支払手数料,09年4月10日伝票No494株式会社　藤田東京本社,0,800,-36312518
273,0001-20090410-260-55-1-571,3,2009-04-10,191,仮払消費税等,09年4月10日伝票No494株式会社　藤田東京本社,0,40,-36312558
423,0001-20090415-263-80-1-621,1,2009-04-15,131,普通預金,09年4月15日伝票No195五越株式会社,0,1382966,-37695524
424,0001-20090415-263-80-1-621,2,2009-04-15,741,支払手数料,09年4月15日伝票No195五越株式会社,0,800,-37696324
425,0001-20090415-263-80-1-621,3,2009-04-15,191,仮払消費税等,09年4月15日伝票No195五越株式会社,0,40,-37696364
431,0001-20090415-264-81-1-623,1,2009-04-15,131,普通預金,09年4月15日伝票No196株式会社　エントリー,0,1269492,-38965856
432,0001-20090415-264-81-1-623,2,2009-04-15,741,支払手数料,09年4月15日伝票No196株式会社　エントリー,0,800,-38966656
433,0001-20090415-264-81-1-623,3,2009-04-15,191,仮払消費税等,09年4月15日伝票No196株式会社　エントリー,0,40,-38966696
439,0001-20090415-265-82-1-625,1,2009-04-15,131,普通預金,09年4月15日伝票No197高橋物産株式会社,0,3379724,-42346420
440,0001-20090415-265-82-1-625,2,2009-04-15,741,支払手数料,09年4月15日伝票No197高橋物産株式会社,0,800,-42347220
441,0001-20090415-265-82-1-625,3,2009-04-15,191,仮払消費税等,09年4月15日伝票No197高橋物産株式会社,0,40,-42347260
447,0001-20090415-266-83-1-627,1,2009-04-15,131,普通預金,09年4月15日伝票No198阿部商事株式会社,0,2819432,-45166692
452,0001-20090415-267-84-1-629,1,2009-04-15,131,普通預金,09年4月15日伝票No199株式会社　久城商事,0,2268756,-47435448
453,0001-20090415-267-84-1-629,2,2009-04-15,741,支払手数料,09年4月15日伝票No199株式会社　久城商事,0,600,-47436048
454,0001-20090415-267-84-1-629,3,2009-04-15,191,仮払消費税等,09年4月15日伝票No199株式会社　久城商事,0,30,-47436078
579,0001-20090420-269-119-1-699,1,2009-04-20,131,普通預金,09年4月20日伝票No200株式会社　ＹＡＧ,0,3190411,-50626489
580,0001-20090420-269-119-1-699,2,2009-04-20,741,支払手数料,09年4月20日伝票No200株式会社　ＹＡＧ,0,700,-50627189
581,0001-20090420-269-119-1-699,3,2009-04-20,191,仮払消費税等,09年4月20日伝票No200株式会社　ＹＡＧ,0,35,-50627224
967,0001-20090425-273-167-1-795,1,2009-04-25,150,受取手形,09年4月25日伝票No201今井百貨店,0,20392404,-71019628
972,0001-20090425-274-168-1-797,1,2009-04-25,131,普通預金,09年4月25日伝票No202株式会社　総合経営,0,2186153,-73205781
973,0001-20090425-274-168-1-797,2,2009-04-25,741,支払手数料,09年4月25日伝票No202株式会社　総合経営,0,700,-73206481
974,0001-20090425-274-168-1-797,3,2009-04-25,191,仮払消費税等,09年4月25日伝票No202株式会社　総合経営,0,35,-73206516
980,0001-20090425-275-169-1-799,1,2009-04-25,131,普通預金,09年4月25日伝票No203株式会社　小林マーケット,0,6636909,-79843425
981,0001-20090425-275-169-1-799,2,2009-04-25,741,支払手数料,09年4月25日伝票No203株式会社　小林マーケット,0,800,-79844225
982,0001-20090425-275-169-1-799,3,2009-04-25,191,仮払消費税等,09年4月25日伝票No203株式会社　小林マーケット,0,40,-79844265
1191,0001-20090430-276-218-1-897,1,2009-04-30,511,売上高,09年4月1日～09年4月30日分売上,1536384,0,-78307881
1192,0001-20090430-276-218-1-897,2,2009-04-30,335,仮受消費税等,09年4月1日～09年4月30日分売上,76819,0,-78231062
1194,0001-20090430-276-218-1-897,4,2009-04-30,511,売上高,09年4月1日～09年4月30日分売上,3664410,0,-74566652
1195,0001-20090430-276-218-1-897,5,2009-04-30,335,仮受消費税等,09年4月1日～09年4月30日分売上,183214,0,-74383438
1197,0001-20090430-276-218-1-897,7,2009-04-30,511,売上高,09年4月1日～09年4月30日分売上,1418200,0,-72965238
