num,GL02,GL02-GL55,date,contra_acct,contra_acct_name,note,dbt_amount,cdt_amount,balance
,,,,733,交際接待費,,4164187,0,4164187
37,0001-20090403-41-7-1-475,1,2009-04-03,111,現金,結婚式会費,12000,0,12000
89,0001-20090406-106-19-1-499,0,2009-04-06,111,現金,食事代　ホテルララダ2名,5372,0,17372
92,0001-20090406-106-19-1-499,3,2009-04-06,111,現金,飲食代　スナック北新地,30648,0,48020
114,0001-20090406-236-25-1-511,0,2009-04-06,111,現金,ゴルフプレー代2名,25239,0,73259
125,0001-20090406-42-17-1-495,0,2009-04-06,111,現金,昼食代　フロンティホテル,4429,0,77688
133,0001-20090407-102-35-1-531,0,2009-04-07,111,現金,手土産代　阿部商店,1000,0,78688
149,0001-20090407-43-30-1-521,0,2009-04-07,111,現金,手土産代　阿部商事,6315,0,85003
191,0001-20090410-149-42-1-545,0,2009-04-10,111,現金,食事代　うどん亭4名,5486,0,90489
317,0001-20090411-73-59-1-579,0,2009-04-11,111,現金,飲食代　居酒屋富士6名,25267,0,115756
321,0001-20090411-74-60-1-581,0,2009-04-11,111,現金,飲食代　スナック新世界6名,37143,0,152899
353,0001-20090413-150-68-1-597,0,2009-04-13,111,現金,ゴルフプレー代,13334,0,166233
401,0001-20090415-151-77-1-615,0,2009-04-15,111,現金,飲食代　居酒屋バージョイ,16741,0,182974
404,0001-20090415-151-77-1-615,3,2009-04-15,111,現金,飲食代　ハプコミック,21000,0,203974
470,0001-20090416-103-87-1-635,0,2009-04-16,111,現金,コーヒー代5名,2553,0,206527
504,0001-20090418-237-92-1-645,0,2009-04-18,111,現金,ゴルフプレー代,11429,0,217956
545,0001-20090420-153-114-1-689,0,2009-04-20,111,現金,コーヒー代他2名,1848,0,219804
626,0001-20090420-45-100-1-661,0,2009-04-20,111,現金,食事代　トン吉4名,7867,0,227671
654,0001-20090420-7-96-1-653,0,2009-04-20,111,現金,食事代,1429,0,229100
657,0001-20090420-7-96-1-653,3,2009-04-20,111,現金,食事代,1176,0,230276
705,0001-20090422-104-134-1-729,0,2009-04-22,111,現金,食事代　お好み焼きやきやき2名,3172,0,233448
709,0001-20090422-105-135-1-731,0,2009-04-22,111,現金,飲食代　会費制2名,19048,0,252496
712,0001-20090422-105-135-1-731,3,2009-04-22,111,現金,飲食代　梅田小路5名,21905,0,274401
714,0001-20090422-105-135-1-731,5,2009-04-22,111,現金,食事代　ホテルジャーマニー2名,2858,0,277259
718,0001-20090422-107-136-1-733,1,2009-04-22,111,現金,お見舞い,10000,0,287259
720,0001-20090422-152-137-1-735,0,2009-04-22,111,現金,飲食代　居酒屋くるみ3名,13220,0,300479
790,0001-20090424-108-150-1-761,0,2009-04-24,111,現金,コーヒー代,1296,0,301775
798,0001-20090424-8-149-1-759,0,2009-04-24,111,現金,親睦会会費,28572,0,330347
801,0001-20090424-8-149-1-759,3,2009-04-24,111,現金,差し入れ,3010,0,333357
847,0001-20090425-238-165-1-791,0,2009-04-25,111,現金,ゴルフプレー代,13524,0,346881
1087,0001-20090427-9-178-1-817,1,2009-04-27,111,現金,香典代,10000,0,356881
1150,0001-20090430-154-212-1-885,0,2009-04-30,322,未払金,お花代,12000,0,368881
1153,0001-20090430-154-212-1-885,3,2009-04-30,322,未払金,香典代,10000,0,378881
,,,2009-04,,※※月計※※,,378881,0,
1638,0001-20090506-106-261-1-983,0,2009-05-06,111,現金,食事代,13669,0,392550
1656,0001-20090506-42-260-1-981,0,2009-05-06,111,現金,食事代　今井百貨店2名,15858,0,408408
1660,0001-20090507-102-269-1-999,0,2009-05-07,111,現金,差し入れ,1000,0,409408
1710,0001-20090508-41-272-1-1005,1,2009-05-08,111,現金,出産祝い,10000,0,419408
1712,0001-20090508-43-273-1-1007,0,2009-05-08,111,現金,コーヒー代2名,1143,0,420551
1729,0001-20090510-150-291-1-1043,0,2009-05-10,111,現金,飲食代　博多亭4名,22919,0,443470
1819,0001-20090511-149-303-1-1067,0,2009-05-11,111,現金,コーヒー代2名,1200,0,444670
1868,0001-20090511-73-299-1-1059,0,2009-05-11,111,現金,食事代,25267,0,469937
1885,0001-20090512-151-308-1-1077,0,2009-05-12,111,現金,飲食代　串揚げ千本2名,8991,0,478928
1888,0001-20090512-151-308-1-1077,3,2009-05-12,111,現金,飲食代　スナック北新地,21000,0,499928
1899,0001-20090513-103-310-1-1081,0,2009-05-13,111,現金,コーヒー代他3名,3000,0,502928
1973,0001-20090515-72-317-1-1095,0,2009-05-15,111,現金,ゴルフプレー代3名,30858,0,533786
1995,0001-20090515-9-313-1-1087,0,2009-05-15,111,現金,手土産代　チェック,6000,0,539786
1998,0001-20090515-9-313-1-1087,3,2009-05-15,111,現金,お米券　チェック,28572,0,568358
2021,0001-20090516-44-330-1-1121,0,2009-05-16,111,現金,食事代　ホテルサンフラワー,5610,0,573968
2029,0001-20090518-105-334-1-1129,0,2009-05-18,111,現金,飲食代　居酒屋ラオス,15724,0,589692
2037,0001-20090518-153-336-1-1133,0,2009-05-18,111,現金,飲食代　居酒屋マーク,12048,0,601740
2173,0001-20090521-152-366-1-1193,0,2009-05-21,111,現金,食事代,16000,0,617740
2226,0001-20090522-104-376-1-1213,0,2009-05-22,111,現金,手土産代　五越百貨店,2524,0,620264
2248,0001-20090522-7-370-1-1201,0,2009-05-22,111,現金,食事代　打合せ昼食　2名,5239,0,625503
2251,0001-20090522-7-370-1-1201,3,2009-05-22,111,現金,食事代　喫茶コーヒー代　4名,2096,0,627599
2254,0001-20090522-73-372-1-1205,0,2009-05-22,111,現金,ゴルフプレー代,9143,0,636742
2258,0001-20090522-74-373-1-1207,0,2009-05-22,111,現金,食事代　カナッシュ2名,5543,0,642285
2290,0001-20090523-75-382-1-1225,0,2009-05-23,111,現金,飲食代　ダイニング旬6名,20515,0,662800
2293,0001-20090523-75-382-1-1225,3,2009-05-23,111,現金,バーレジェンド6名,44581,0,707381
2300,0001-20090524-108-388-1-1237,0,2009-05-24,111,現金,ゴルフプレー代2名,22420,0,729801
2313,0001-20090525-107-396-1-1253,1,2009-05-25,111,現金,結婚祝い金,10000,0,739801
2364,0001-20090525-8-391-1-1243,0,2009-05-25,111,現金,飲食代,4048,0,743849
2630,0001-20090529-62-425-1-1311,0,2009-05-29,322,未払金,飲食代,34338,0,778187
3045,0001-20090531-154-483-1-1427,0,2009-05-31,322,未払金,お花代,12000,0,790187
3048,0001-20090531-154-483-1-1427,3,2009-05-31,322,未払金,香典代,10000,0,800187
,,,2009-05,,※※月計※※,,421306,0,
3137,0001-20090601-106-487-1-1435,0,2009-06-01,111,現金,食事代　やまびこ4名,7267,0,807454
3140,0001-20090601-106-487-1-1435,3,2009-06-01,111,現金,飲食代　スナック北新地,20629,0,828083
3161,0001-20090602-42-491-1-1443,0,2009-06-02,111,現金,昼食代　喫茶エンゼル3名,3258,0,831341
3169,0001-20090602-77-493-1-1447,0,2009-06-02,111,現金,ゴルフプレー代,6477,0,837818
3252,0001-20090607-78-508-1-1477,0,2009-06-07,111,現金,ゴルフプレー代,12000,0,849818
3256,0001-20090608-149-512-1-1485,0,2009-06-08,111,現金,コーヒー代,1200,0,851018
3349,0001-20090610-44-520-1-1501,0,2009-06-10,111,現金,コーヒー代2名,1200,0,852218
3418,0001-20090611-8-537-1-1535,0,2009-06-11,111,現金,食事代　昼食3名,6258,0,858476
3434,0001-20090612-7-542-1-1545,0,2009-06-12,111,現金,食事代　居酒屋おたわ,7562,0,866038
3437,0001-20090612-7-542-1-1545,3,2009-06-12,111,現金,飲食代　スナックりんりん,25704,0,891742
3444,0001-20090613-150-546-1-1553,0,2009-06-13,111,現金,手土産代,13929,0,905671
3448,0001-20090613-151-547-1-1555,0,2009-06-13,111,現金,食事代　お好み焼きやきやき4名,6496,0,912167
3451,0001-20090613-151-547-1-1555,3,2009-06-13,111,現金,飲食代　ハブバージョイ4名,23477,0,935644
3454,0001-20090613-152-548-1-1557,0,2009-06-13,111,現金,食事代,6960,0,942604
