num,GL02,GL02-GL55,date,contra_account,contra_account_name,note,debit_amount,credit_amount,balance
,,,,321,短期借入金,,7842000,0,7842000
1484,0001-20090430-314-245-1-951,0,2009-04-30,121,当座預金,借入金返済,653500,0,653500
,,,2009-04,,※※月計※※,,653500,0,
3039,0001-20090531-153-482-1-1425,0,2009-05-31,121,当座預金,借入金返済,653500,0,1307000
,,,2009-05,,※※月計※※,,653500,0,
4527,0001-20090630-153-709-1-1879,0,2009-06-30,121,当座預金,借入金返済,653500,0,1960500
,,,2009-06,,※※月計※※,,653500,0,
6148,0001-20090731-148-943-1-2347,0,2009-07-31,121,当座預金,借入金返済,653500,0,2614000
,,,2009-07,,※※月計※※,,653500,0,
7603,0001-20090831-143-1172-1-2805,0,2009-08-31,121,当座預金,借入金返済,653500,0,3267500
,,,2009-08,,※※月計※※,,653500,0,
9018,0001-20090930-150-1402-1-3265,0,2009-09-30,121,当座預金,借入金返済,653500,0,3921000
,,,2009-09,,※※月計※※,,653500,0,
10542,0001-20091031-142-1634-1-3729,0,2009-10-31,121,当座預金,借入金返済,653500,0,4574500
,,,2009-10,,※※月計※※,,653500,0,
12017,0001-20091130-147-1870-1-4201,0,2009-11-30,121,当座預金,借入金返済,653500,0,5228000
,,,2009-11,,※※月計※※,,653500,0,
13697,0001-20091231-154-2113-1-4687,0,2009-12-31,121,当座預金,借入金返済,653500,0,5881500
,,,2009-12,,※※月計※※,,653500,0,
15204,0001-20100131-147-2349-1-5159,0,2010-01-31,121,当座預金,借入金返済,653500,0,6535000
,,,2010-01,,※※月計※※,,653500,0,
16638,0001-20100228-146-2579-1-5619,0,2010-02-28,121,当座預金,借入金返済,653500,0,7188500
,,,2010-02,,※※月計※※,,653500,0,
18194,0001-20100331-151-2820-1-6101,0,2010-03-31,121,当座預金,借入金返済,653500,0,7842000
,,,2010-03,,※※月計※※,借入金返済,653500,0,7842000
