num,GL02,GL02-GL55,date,contra_acct,contra_acct_name,note,dbt_amount,cdt_amount,balance
,,,,551,仕入値引戻し高,,739454,0,739454
1344,0001-20090430-285-227-1-915,21,2009-04-30,312,買掛金,09年4月1日～09年4月30日分仕入,69720,0,69720
1350,0001-20090430-285-227-1-915,27,2009-04-30,312,買掛金,09年4月1日～09年4月30日分仕入,20640,0,90360
1366,0001-20090430-286-228-1-917,12,2009-04-30,312,買掛金,09年4月1日～09年4月30日分仕入,16160,0,106520
1372,0001-20090430-286-228-1-917,18,2009-04-30,312,買掛金,09年4月1日～09年4月30日分仕入,11232,0,117752
1382,0001-20090430-287-229-1-919,6,2009-04-30,312,買掛金,09年4月1日～09年4月30日分仕入,32940,0,150692
1397,0001-20090430-287-229-1-919,21,2009-04-30,312,買掛金,09年4月1日～09年4月30日分仕入,21408,0,172100
1400,0001-20090430-287-229-1-919,24,2009-04-30,312,買掛金,09年4月1日～09年4月30日分仕入,20640,0,192740
,,,2009-04,,※※月計※※,,192740,0,
2878,0001-20090531-126-463-1-1387,6,2009-05-31,312,買掛金,09年5月1日～09年5月31日分仕入,40368,0,233108
2899,0001-20090531-126-463-1-1387,27,2009-05-31,312,買掛金,09年5月1日～09年5月31日分仕入,77280,0,310388
2912,0001-20090531-127-464-1-1389,9,2009-05-31,312,買掛金,09年5月1日～09年5月31日分仕入,12288,0,322676
2915,0001-20090531-127-464-1-1389,12,2009-05-31,312,買掛金,09年5月1日～09年5月31日分仕入,16512,0,339188
2937,0001-20090531-128-465-1-1391,15,2009-05-31,312,買掛金,09年5月1日～09年5月31日分仕入,53376,0,392564
2943,0001-20090531-128-465-1-1391,21,2009-05-31,312,買掛金,09年5月1日～09年5月31日分仕入,21120,0,413684
,,,2009-05,,※※月計※※,,220944,0,
4367,0001-20090630-132-692-1-1845,16,2009-06-30,312,買掛金,09年6月1日～09年6月30日分仕入,14080,0,427764
4372,0001-20090630-132-692-1-1845,21,2009-06-30,312,買掛金,09年6月1日～09年6月30日分仕入,64298,0,492062
4378,0001-20090630-132-692-1-1845,27,2009-06-30,312,買掛金,09年6月1日～09年6月30日分仕入,19600,0,511662
4400,0001-20090630-133-693-1-1847,15,2009-06-30,312,買掛金,09年6月1日～09年6月30日分仕入,40768,0,552430
4419,0001-20090630-134-694-1-1849,15,2009-06-30,312,買掛金,09年6月1日～09年6月30日分仕入,19200,0,571630
4425,0001-20090630-134-694-1-1849,21,2009-06-30,312,買掛金,09年6月1日～09年6月30日分仕入,21520,0,593150
4428,0001-20090630-134-694-1-1849,24,2009-06-30,312,買掛金,09年6月1日～09年6月30日分仕入,22320,0,615470
,,,2009-06,,※※月計※※,,201786,0,
6003,0001-20090731-125-925-1-2311,6,2009-07-31,312,買掛金,09年7月1日～09年7月31日分仕入,32880,0,648350
6024,0001-20090731-125-925-1-2311,27,2009-07-31,312,買掛金,09年7月1日～09年7月31日分仕入,18336,0,666686
6037,0001-20090731-126-926-1-2313,9,2009-07-31,312,買掛金,09年7月1日～09年7月31日分仕入,17856,0,684542
6059,0001-20090731-127-927-1-2315,12,2009-07-31,312,買掛金,09年7月1日～09年7月31日分仕入,14112,0,698654
,,,2009-07,,※※月計※※,,83184,0,
18065,0001-20100331-124-2800-1-6061,18,2010-03-31,312,買掛金,10年3月1日～10年3月31日分仕入,40800,0,739454
,,,2010-03,,※※月計※※,10年3月1日～10年3月31日分仕入,40800,0,739454
